candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes
CAND_0e6db5ef0a,v5_3_model_guided_macrocycle,JAK2_5e05d7987e,Cc1cnc2nc1-c1cccc(c1)C1CSCC3CCN(CCOc4ccc(cc4COCC=CCO1)N2)C3,RLZOPXGAZMNINP-UHFFFAOYSA-N,True,True,True,544.721,5.7872,68.74,1,8,0,0.357,5.625,C1=CCOC2CSCC3CCN(CCOc4ccc(cc4COC1)Nc1nccc(n1)-c1cccc2c1)C3,19,True,False,True,"v5_3_model_guided_anchor_pair=13-32;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.338;chemotype=thioether"
CAND_1346b6e6ef,v5_3_model_guided_macrocycle,JAK2_5e05d7987e,Cc1cnc2nc1-c1cccc(c1)C1CNCC3CCN(CCOc4ccc(cc4COCC=CCO1)N2)C3,OHIFJCINBHENLQ-UHFFFAOYSA-N,True,True,True,527.669,4.6436,80.77,2,8,0,0.4094,5.137,C1=CCOC2CNCC3CCN(CCOc4ccc(cc4COC1)Nc1nccc(n1)-c1cccc2c1)C3,19,True,False,True,"v5_3_model_guided_anchor_pair=13-32;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.338;chemotype=aza"
CAND_3b164e0480,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CNCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,BFRBRWWDNZLFGY-UHFFFAOYSA-N,True,True,True,531.611,3.3212,80.13,2,7,0,0.3605,4.659,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CNCC1COCCN1Cc1ccc-2cc1,18,True,False,True,"v5_3_model_guided_anchor_pair=16-31;anchor_scores=0.822,0.678;linker_length=3;target_ring=17;linker_prob=0.539;chemotype=aza"
CAND_9f32e71b10,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CSCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,XOGPNLWCYTULDB-UHFFFAOYSA-N,True,True,True,548.663,4.4648,68.1,1,7,0,0.348,4.754,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CSCC1COCCN1Cc1ccc-2cc1,18,True,False,True,"v5_3_model_guided_anchor_pair=16-31;anchor_scores=0.822,0.678;linker_length=3;target_ring=17;linker_prob=0.539;chemotype=thioether"
CAND_1675c88065,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CNCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,SOTCITIOJRKMGI-UHFFFAOYSA-N,True,True,True,531.611,3.3212,80.13,2,7,0,0.3605,4.909,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CNCC1CN(CCO1)Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=16-32;anchor_scores=0.822,0.678;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=aza"
CAND_c5284988bc,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CSCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,UMDQZSGINFDZSR-UHFFFAOYSA-N,True,True,True,548.663,4.4648,68.1,1,7,0,0.348,5.004,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CSCC1CN(CCO1)Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=16-32;anchor_scores=0.822,0.678;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=thioether"
CAND_f01d409d4a,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CSCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,ITDKIPHIFDPKIE-UHFFFAOYSA-N,True,True,True,548.663,4.5367,68.1,1,7,0,0.3462,5.254,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1CSCC1COCCN1Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=17-31;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=thioether"
CAND_d3037c6bbb,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CNCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,LPYRODOGMAJHRM-UHFFFAOYSA-N,True,True,True,531.611,3.3931,80.13,2,7,0,0.3602,5.159,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1CNCC1COCCN1Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=17-31;anchor_scores=0.678,0.678;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=aza"
CAND_c9e2216a9e,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CSCC3CNCCC3n3cc(cn3)-c3cnc4cccc-2c4n3)C1,LLYGYUVZQJPWJP-UHFFFAOYSA-N,True,True,True,548.663,4.5367,68.1,1,7,0,0.3462,5.504,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1CSCC1CN(CCO1)Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=17-32;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.449;chemotype=thioether"
CAND_d76046f983,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CNCC3CNCCC3n3cc(cn3)-c3cnc4cccc-2c4n3)C1,AUVIAUYPRDWLDW-UHFFFAOYSA-N,True,True,True,531.611,3.3931,80.13,2,7,0,0.3602,5.409,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1CNCC1CN(CCO1)Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=17-32;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.449;chemotype=aza"
CAND_70235a488c,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CNCC1CC(CCN1)n1cc(cn1)-c1cnc3cccc-2c3n1,DDYXAVLGOCADLT-UHFFFAOYSA-N,True,True,True,531.611,3.5356,80.13,2,7,0,0.3594,5.159,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNC(CNCC3COCCN3Cc3ccc-2cc3)C1,20,True,False,True,"v5_3_model_guided_anchor_pair=18-31;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.449;chemotype=aza"
CAND_4201b86422,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CSCC1CC(CCN1)n1cc(cn1)-c1cnc3cccc-2c3n1,KWCVQFMBUVUMNP-UHFFFAOYSA-N,True,True,True,548.663,4.6792,68.1,1,7,0,0.3424,5.254,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNC(CSCC3COCCN3Cc3ccc-2cc3)C1,20,True,False,True,"v5_3_model_guided_anchor_pair=18-31;anchor_scores=0.678,0.678;linker_length=3;target_ring=19;linker_prob=0.449;chemotype=thioether"
CAND_395f2117dd,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CCCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,IEFGVPMUDYPCNP-XVNBXDOJSA-N,True,True,True,518.683,5.9474,68.74,1,8,0,0.3691,5.311,C1=C/C2CCCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=2-15;anchor_scores=0.678,0.678;linker_length=3;target_ring=12;linker_prob=0.494;chemotype=alkyl"
CAND_2d24927177,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CSCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,SLCDUFWCOUVMPZ-DUXPYHPUSA-N,True,True,True,536.723,5.5103,68.74,1,9,0,0.3774,5.193,C1=C/C2CSCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=2-15;anchor_scores=0.678,0.678;linker_length=3;target_ring=12;linker_prob=0.494;chemotype=thioether"
CAND_de00993420,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2COCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,ZJCOUNTXRWNCHU-DUXPYHPUSA-N,True,True,True,520.655,4.7937,77.97,1,9,0,0.4241,4.848,C1=C/C2COCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=2-15;anchor_scores=0.678,0.678;linker_length=3;target_ring=12;linker_prob=0.494;chemotype=oxa"
CAND_b7e749a45e,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CNCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,JTVAXVOAMCCILC-DUXPYHPUSA-N,True,True,True,519.671,4.3667,80.77,2,9,0,0.4242,4.843,C1=C/C2CNCC3CCCN3CCOc3ccc(cc3CO2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=2-15;anchor_scores=0.678,0.678;linker_length=3;target_ring=12;linker_prob=0.494;chemotype=aza"
CAND_11be2ba7cd,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C2\CCCC3CCCN3CCOc3ccc(cc3COC2)Nc2nccc(n2)-c2ccc(s2)COC/1,INFVSFQAZWZRHB-SRZZPIQSSA-N,True,True,True,518.683,5.949,68.74,1,8,0,0.369,5.062,C1=C2\CCCC3CCCN3CCOc3ccc(cc3COC2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=15-1;anchor_scores=0.678,0.600;linker_length=3;target_ring=13;linker_prob=0.455;chemotype=oxa_aza"
CAND_206c165320,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C2\CNCC3CCCN3CCOc3ccc(cc3COC2)Nc2nccc(n2)-c2ccc(s2)COC/1,QYOFYWOOYFUVBS-DNTJNYDQSA-N,True,True,True,519.671,4.3683,80.77,2,9,0,0.4241,4.593,C1=C2\CNCC3CCCN3CCOc3ccc(cc3COC2)Nc2nccc(n2)-c2ccc(s2)COC/1,18,True,False,True,"v5_3_model_guided_anchor_pair=15-1;anchor_scores=0.678,0.600;linker_length=3;target_ring=13;linker_prob=0.455;chemotype=aza"
CAND_30c31fa10b,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CCCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,ZDXOFBSHKAPQKB-XVNBXDOJSA-N,True,True,True,518.683,5.9474,68.74,1,8,0,0.3691,5.311,C1=C/C2CCCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-33;anchor_scores=0.678,0.678;linker_length=3;target_ring=15;linker_prob=0.372;chemotype=alkyl"
CAND_4f59bd6508,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CSCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,BSMBTFQFRPSSDZ-DUXPYHPUSA-N,True,True,True,536.723,5.5103,68.74,1,9,0,0.3774,5.193,C1=C/C2CSCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-33;anchor_scores=0.678,0.678;linker_length=3;target_ring=15;linker_prob=0.372;chemotype=thioether"
CAND_3840bc96b5,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2COCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,ZOVMZHLCSYLUQL-DUXPYHPUSA-N,True,True,True,520.655,4.7937,77.97,1,9,0,0.4241,4.848,C1=C/C2COCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-33;anchor_scores=0.678,0.678;linker_length=3;target_ring=15;linker_prob=0.372;chemotype=oxa"
CAND_9cd85a18b6,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C/C2CNCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,WVONBFZDYGSNLI-DUXPYHPUSA-N,True,True,True,519.671,4.3667,80.77,2,9,0,0.4242,4.843,C1=C/C2CNCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)CO2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-33;anchor_scores=0.678,0.678;linker_length=3;target_ring=15;linker_prob=0.372;chemotype=aza"
CAND_5c64fa89d0,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C2\CCCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)COC2,OVLUYPLPKOKAMI-SRZZPIQSSA-N,True,True,True,518.683,5.949,68.74,1,8,0,0.369,5.062,C1=C2\CCCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)COC2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-0;anchor_scores=0.678,0.600;linker_length=3;target_ring=14;linker_prob=0.414;chemotype=diaza"
CAND_67bc1f8ccd,v5_3_model_guided_macrocycle,JAK2_522c241c10,C1=C2\CNCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)COC2,RTPPMXQABSJKCN-DNTJNYDQSA-N,True,True,True,519.671,4.3683,80.77,2,9,0,0.4241,4.593,C1=C2\CNCC3CCCN3CCOc3ccc(cc3COC/1)Nc1nccc(n1)-c1ccc(s1)COC2,18,True,False,True,"v5_3_model_guided_anchor_pair=15-0;anchor_scores=0.678,0.600;linker_length=3;target_ring=14;linker_prob=0.414;chemotype=aza"
