parent_mol_id,seed_smiles,status,atom_a,atom_b,path_bonds,linker_length,target_ring,anchor_score_a,anchor_score_b,linker_probability,chemotype,generated_smiles,extracted_linker_smiles,known_linker_smiles,candidate_id,inchikey
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,27.0,10.0,3.0,13.0,0.821771,0.67828,0.234081,aza_thio,N#C[C@H]1CCN2C(=O)[C@@H](C3CC3)NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC12)CC3,[12*]C(=O)c1c[nH]c2ncc([24*])nc12;[13*]c1c[nH]c2ncc(C3([25*])CC3)nc12;[13*]c1c[nH]c2ncc([24*])nc12;[21*]C1(CCC[28*])CC1;[21*]C1(CC[27*])CC1;[21*]C1(C[26*])CC1;[24*]CCC[28*];[5*]C(=O)[C@H](NC([15*])=O)C1CC1;[5*]C(=O)[C@H](N[13*])C1CC1;[5*]C(=O)[C@H]([12*])C1CC1;[6*]N1CC[C@H](C#N)C1CCC[24*];[6*]N1CC[C@H](C#N)C1CC[25*];[6*]N1CC[C@H](C#N)C1C[26*];[6*]N1CC[C@H](C#N)C1[27*];[6*][C@H](NC([15*])=O)C1CC1;[6*][C@H](N[13*])C1CC1;[8*]C(=O)N1CC[C@H](C#N)C1CCC[24*];[8*]C(=O)N1CC[C@H](C#N)C1CC[25*];[8*]C(=O)N1CC[C@H](C#N)C1C[26*];[8*]C(=O)N1CC[C@H](C#N)C1[27*];[8*]NC(=O)c1c[nH]c2ncc([24*])nc12;[8*]NC([15*])=O,[24*]CCC[28*];[8*]NC([15*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,alkyl,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCCCC[27*])CC1;[18*]C1(CCCC[26*])CC1;[18*]C1(CCC[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCCCC[27*];[21*]CCCC[26*];[21*]CCC[25*];[22*]CCCC[27*];[22*]CCC[26*];[23*]CCC[27*];[8*]C1CC1CCCCCC1([18*])CC1;[8*]C1CC1CCCCC[21*];[8*]C1CC1CCCC[22*];[8*]C1CC1CCC[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[21*]CCCCC[27*];[21*]CCCC[26*];[21*]CCC[25*];[22*]CCCC[27*];[22*]CCC[26*];[23*]CCC[27*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,aza_oxa,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCOCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CNCOC[29*])CC1;[18*]C1(CNCO[28*])CC1;[18*]C1(CNC[27*])CC1;[18*]C1(CN[26*])CC1;[18*]C1(C[25*])CC1;[21*]CNCOC[29*];[21*]CNCO[28*];[21*]CNC[27*];[24*]NCOC[29*];[24*]NCO[28*];[25*]COC[29*];[8*]C1CC1COCNCC1([18*])CC1;[8*]C1CC1COCNC[21*];[8*]C1CC1COCN[24*];[8*]C1CC1COC[25*];[8*]C1CC1CO[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,dithio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CSCSC[29*])CC1;[18*]C1(CSCS[28*])CC1;[18*]C1(CSC[27*])CC1;[18*]C1(CS[26*])CC1;[18*]C1(C[25*])CC1;[21*]CSCSC[29*];[21*]CSCS[28*];[21*]CSC[27*];[24*]SCSC[29*];[24*]SCS[28*];[25*]CSC[29*];[8*]C1CC1CSCSCC1([18*])CC1;[8*]C1CC1CSCSC[21*];[8*]C1CC1CSCS[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa_thio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCSC[29*])CC1;[18*]C1(COCS[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCSC[29*];[21*]COCS[28*];[21*]COC[27*];[24*]OCSC[29*];[24*]OCS[28*];[25*]CSC[29*];[8*]C1CC1CSCOCC1([18*])CC1;[8*]C1CC1CSCOC[21*];[8*]C1CC1CSCO[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,aza_thio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CNCSC[29*])CC1;[18*]C1(CNCS[28*])CC1;[18*]C1(CNC[27*])CC1;[18*]C1(CN[26*])CC1;[18*]C1(C[25*])CC1;[21*]CNCSC[29*];[21*]CNCS[28*];[21*]CNC[27*];[24*]NCSC[29*];[24*]NCS[28*];[25*]CSC[29*];[8*]C1CC1CSCNCC1([18*])CC1;[8*]C1CC1CSCNC[21*];[8*]C1CC1CSCN[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,thioether,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCSCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCSCC[27*])CC1;[18*]C1(CCSC[26*])CC1;[18*]C1(CCS[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCSCC[27*];[21*]CCSC[26*];[21*]CCS[25*];[22*]CSCC[27*];[22*]CSC[26*];[23*]SCC[27*];[8*]C1CC1CCSCCC1([18*])CC1;[8*]C1CC1CCSCC[21*];[8*]C1CC1CCSC[22*];[8*]C1CC1CCS[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[23*]SCC[27*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCOCC[27*])CC1;[18*]C1(CCOC[26*])CC1;[18*]C1(CCO[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCOCC[27*];[21*]CCOC[26*];[21*]CCO[25*];[22*]COCC[27*];[22*]COC[26*];[23*]OCC[27*];[8*]C1CC1CCOCCC1([18*])CC1;[8*]C1CC1CCOCC[21*];[8*]C1CC1CCOC[22*];[8*]C1CC1CCO[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[21*]CCO[25*];[22*]COC[26*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,aza,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCNCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCNCC[27*])CC1;[18*]C1(CCNC[26*])CC1;[18*]C1(CCN[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCNCC[27*];[21*]CCNC[26*];[21*]CCN[25*];[22*]CNCC[27*];[22*]CNC[26*];[23*]NCC[27*];[8*]C1CC1CCNCCC1([18*])CC1;[8*]C1CC1CCNCC[21*];[8*]C1CC1CCNC[22*];[8*]C1CC1CCN[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[21*]CCNCC[27*];[21*]CCNC[26*];[21*]CCN[25*];[22*]CNCC[27*];[22*]CNC[26*];[23*]NCC[27*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa_aza,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCNCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCNC[29*])CC1;[18*]C1(COCN[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCNC[29*];[21*]COCN[28*];[21*]COC[27*];[24*]OCNC[29*];[24*]OCN[28*];[25*]CNC[29*];[8*]C1CC1CNCOCC1([18*])CC1;[8*]C1CC1CNCOC[21*];[8*]C1CC1CNCO[24*];[8*]C1CC1CNC[25*];[8*]C1CC1CN[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,diaza,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCNCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CNCNC[29*])CC1;[18*]C1(CNCN[28*])CC1;[18*]C1(CNC[27*])CC1;[18*]C1(CN[26*])CC1;[18*]C1(C[25*])CC1;[21*]CNCNC[29*];[21*]CNCN[28*];[21*]CNC[27*];[24*]NCNC[29*];[24*]NCN[28*];[25*]CNC[29*];[8*]C1CC1CNCNCC1([18*])CC1;[8*]C1CC1CNCNC[21*];[8*]C1CC1CNCN[24*];[8*]C1CC1CNC[25*];[8*]C1CC1CN[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,25.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,dioxa,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCOCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCOC[29*])CC1;[18*]C1(COCO[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCOC[29*];[21*]COCO[28*];[21*]COC[27*];[24*]OCOC[29*];[24*]OCO[28*];[25*]COC[29*];[8*]C1CC1COCOCC1([18*])CC1;[8*]C1CC1COCOC[21*];[8*]C1CC1COCO[24*];[8*]C1CC1COC[25*];[8*]C1CC1CO[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa_thio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCSC[29*])CC1;[18*]C1(COCS[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCSC[29*];[21*]COCS[28*];[21*]COC[27*];[24*]OCSC[29*];[24*]OCS[28*];[25*]CSC[29*];[8*]C1CC1CSCOCC1([18*])CC1;[8*]C1CC1CSCOC[21*];[8*]C1CC1CSCO[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,dithio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CSCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CSCSC[29*])CC1;[18*]C1(CSCS[28*])CC1;[18*]C1(CSC[27*])CC1;[18*]C1(CS[26*])CC1;[18*]C1(C[25*])CC1;[21*]CSCSC[29*];[21*]CSCS[28*];[21*]CSC[27*];[24*]SCSC[29*];[24*]SCS[28*];[25*]CSC[29*];[8*]C1CC1CSCSCC1([18*])CC1;[8*]C1CC1CSCSC[21*];[8*]C1CC1CSCS[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,dioxa,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCOCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCOC[29*])CC1;[18*]C1(COCO[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCOC[29*];[21*]COCO[28*];[21*]COC[27*];[24*]OCOC[29*];[24*]OCO[28*];[25*]COC[29*];[8*]C1CC1COCOCC1([18*])CC1;[8*]C1CC1COCOC[21*];[8*]C1CC1COCO[24*];[8*]C1CC1COC[25*];[8*]C1CC1CO[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,aza_thio,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)CNCSCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CNCSC[29*])CC1;[18*]C1(CNCS[28*])CC1;[18*]C1(CNC[27*])CC1;[18*]C1(CN[26*])CC1;[18*]C1(C[25*])CC1;[21*]CNCSC[29*];[21*]CNCS[28*];[21*]CNC[27*];[24*]NCSC[29*];[24*]NCS[28*];[25*]CSC[29*];[8*]C1CC1CSCNCC1([18*])CC1;[8*]C1CC1CSCNC[21*];[8*]C1CC1CSCN[24*];[8*]C1CC1CSC[25*];[8*]C1CC1CS[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,thioether,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCSCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCSCC[27*])CC1;[18*]C1(CCSC[26*])CC1;[18*]C1(CCS[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCSCC[27*];[21*]CCSC[26*];[21*]CCS[25*];[22*]CSCC[27*];[22*]CSC[26*];[23*]SCC[27*];[8*]C1CC1CCSCCC1([18*])CC1;[8*]C1CC1CCSCC[21*];[8*]C1CC1CCSC[22*];[8*]C1CC1CCS[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[23*]SCC[27*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCOCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCOCC[27*])CC1;[18*]C1(CCOC[26*])CC1;[18*]C1(CCO[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCOCC[27*];[21*]CCOC[26*];[21*]CCO[25*];[22*]COCC[27*];[22*]COC[26*];[23*]OCC[27*];[8*]C1CC1CCOCCC1([18*])CC1;[8*]C1CC1CCOCC[21*];[8*]C1CC1CCOC[22*];[8*]C1CC1CCO[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[21*]CCO[25*];[22*]COC[26*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,aza,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCNCCC4CC42)CC3)C1,[10*]N[C@H]([29*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([22*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(CCNCC[27*])CC1;[18*]C1(CCNC[26*])CC1;[18*]C1(CCN[25*])CC1;[18*]C1(CC[24*])CC1;[18*]C1(C[23*])CC1;[21*]CCNCC[27*];[21*]CCNC[26*];[21*]CCN[25*];[22*]CNCC[27*];[22*]CNC[26*];[23*]NCC[27*];[8*]C1CC1CCNCCC1([18*])CC1;[8*]C1CC1CCNCC[21*];[8*]C1CC1CCNC[22*];[8*]C1CC1CCN[23*];[8*]C1CC1CC[24*];[8*]C1CC1C[25*];[8*]C1CC1[26*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[21*]CCNCC[27*];[21*]CCNC[26*];[21*]CCN[25*];[22*]CNCC[27*];[22*]CNC[26*];[23*]NCC[27*];[8*]NC([12*])=O,,
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,rejected_known_linker,19.0,26.0,9.0,5.0,14.0,0.821771,0.67828,0.220311,oxa_aza,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CC3)COCNCC3CC32)C1,[10*]N[C@H]([31*])C(=O)N1CC[C@H](C#N)C1;[10*]c1c[nH]c2ncc(C3([24*])CC3)nc12;[10*]c1c[nH]c2ncc([21*])nc12;[18*]C1(COCNC[29*])CC1;[18*]C1(COCN[28*])CC1;[18*]C1(COC[27*])CC1;[18*]C1(CO[26*])CC1;[18*]C1(C[25*])CC1;[21*]COCNC[29*];[21*]COCN[28*];[21*]COC[27*];[24*]OCNC[29*];[24*]OCN[28*];[25*]CNC[29*];[8*]C1CC1CNCOCC1([18*])CC1;[8*]C1CC1CNCOC[21*];[8*]C1CC1CNCO[24*];[8*]C1CC1CNC[25*];[8*]C1CC1CN[26*];[8*]C1CC1C[27*];[8*]C1CC1[28*];[8*]NC(=O)c1c[nH]c2ncc([21*])nc12;[8*]NC([12*])=O;[9*]C(=O)c1c[nH]c2ncc([21*])nc12,[8*]NC([12*])=O,,
