mol_id,smiles,num_atoms,split
JAK2_4c33092d30,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,37,train
JAK2_49f97fbd06,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCSCC4)cc3)n2)cc1,31,train
JAK2_fc4de259e2,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,31,train
JAK2_55cf14f4f0,N#CCNC(=O)c1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,31,train
JAK2_5c84f7cc1c,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)cc1,30,train
JAK2_eb8aa12232,NC(=O)c1cnc(NC2CCOCC2)c2c1[nH]c1ccc(F)cc12,24,train
JAK2_b21735112e,CC(C)(O)c1cc(Cl)c(Nc2nc3ccncc3c3c(=O)[nH]ccc23)c(Cl)c1,28,train
JAK2_2208c21560,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2F)CC1,39,train
JAK2_9521b9272b,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC(C#N)C1,26,train
JAK2_dc6c02ad03,CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4cc[nH]c(=O)c4)[nH]3)cc2)nn1,36,train
JAK2_fcc705ef41,CN1C/C=C/COCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,35,train
JAK2_e606acde18,OCc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,25,train
JAK2_e651f7b356,COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,29,train
JAK2_461a3e9f9c,Cc1ccc(C)c(-c2nn(C)cc2NC(=O)c2cnn3cccnc23)c1,26,train
JAK2_490b74b470,O=C(O)c1[nH]c(=O)[nH]c(=O)c1F,12,train
JAK2_48f4c39175,Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,27,train
JAK2_0151947536,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,33,train
JAK2_7bc09295aa,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,29,train
JAK2_2c9dc917e3,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,41,train
JAK2_d02a89e100,COc1ccc(C2=Nn3c(nnc3C3CCCCC3)SC2)cc1OC,25,train
JAK2_bf422951f8,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,29,train
JAK2_ccf270f33b,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12,30,train
JAK2_05c72e1270,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2)cc1,36,train
JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,28,train
JAK2_3ef13a169e,N#Cc1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1,23,train
JAK2_3fc0ebe287,CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,33,train
JAK2_a450c8fc87,C[C@H](Nc1ncc(Cl)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,26,train
JAK2_11b9c27dcd,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,28,train
JAK2_8d7410b68f,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,34,train
JAK2_4e74665b71,c1ccc2c(c1)CCC[C@@H]2Nc1ccnc(-n2cnc3ccncc32)n1,26,train
JAK2_2e1facad8d,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,26,train
JAK2_5f2f4ef7ea,COc1cc2cc(c1OCCN1CCCC1)COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,37,train
JAK2_7001b0c220,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1,27,train
JAK2_95e4e1d633,Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1,32,train
JAK2_3e3077caeb,CC(Nc1nc2cc[nH]c(=O)c2cc1-c1nc(-c2ccccc2)no1)C(C)(C)C,29,train
JAK2_31cdd2b6db,CC(=O)N[C@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,29,train
JAK2_e575fd492b,C[C@@]1(CO)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,21,train
JAK2_6f0d12cc27,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,26,train
JAK2_006b54a7cf,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1,24,train
JAK2_6bcdbde591,C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccn(C3CC3)c2n1)c1ncc(F)cn1,29,train
JAK2_016054866d,C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1,32,train
JAK2_15829dfdea,CN1CCN(C(=O)c2cc3c(NCc4ccccc4F)nc(-n4cnc5ccncc54)nc3n2C)CC1,37,train
JAK2_c7dfd2659f,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,30,train
JAK2_c4f254cc9f,Nc1nn2cccnc2c1-c1cc(OCc2ccc(F)cc2)ncn1,25,train
JAK2_d93ca6a47d,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCc1ccccc1,30,train
JAK2_184e1f03ba,Oc1ccc(C2=Nc3ccccc3-c3ncnc4[nH]cc2c34)c(Cl)c1,25,train
JAK2_5f782405d4,Cc1cccc(Nc2sc(-c3ccc(C(F)(F)F)cc3)cc2C(N)=O)n1,26,train
JAK2_698071eb2b,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(Cl)c3)nn12,32,train
JAK2_12286137c9,Cc1cc2nc(n1)Nc1cccc(c1)CN(C)C/C=C/CCOc1cccc-2c1,29,train
JAK2_74d84b7dc6,Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,29,train
JAK2_09427d2b15,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,27,train
JAK2_490317e0f3,CC(Nc1nc2cc[nH]c(=O)c2cc1-c1ccc(F)cc1)c1cc(F)c(Cl)cc1Cl,30,train
JAK2_6d5beb07bc,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,28,train
JAK2_8cf1e0547e,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,33,train
JAK2_0e4efc6813,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,31,train
JAK2_c828b6ae57,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,26,train
JAK2_043a23a1a0,CC(C)c1cccc(-c2cccc3nc(Nc4ccnc(CO)c4)nn23)c1,27,train
JAK2_ca5d1cb272,CC(C)(CN)CNc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,23,train
JAK2_e1038442f7,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,30,train
JAK2_1da373e9c1,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1,28,train
JAK2_0267e2cace,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C#N)C5)c4n3)cc21,36,train
JAK2_19f01be8c3,COc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,27,train
JAK2_90c8423c64,CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cc(C)cnc34)ncn2)C1,30,train
JAK2_89775bae50,Cn1c(-c2cn(-c3cccc(C(=O)O)c3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,33,train
JAK2_b4e126bbe9,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,26,train
JAK2_df1b0055a1,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,26,train
JAK2_bca2550737,O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,19,train
JAK2_c56e6976c9,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C4CC4)c23)cn1,30,train
JAK2_08c3e396bf,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1[C@@H]1CCOc2c(F)cccc21,30,train
JAK2_ddd6be70e8,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc4nc[nH]c(=O)c34)cccc12,30,train
JAK2_72cd1365a7,O=C(Oc1cccc2c(O)cccc12)c1ccccc1,20,train
JAK2_f347617ecf,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,27,train
JAK2_358715451a,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,26,train
JAK2_1b9ba10888,Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,37,train
JAK2_367832b9a9,Nc1nn2cccnc2c1-c1cc(N2CCCC(O)C2)ncn1,23,train
JAK2_3d4c8af3a1,Oc1ccc(Cl)cc1/N=C/c1sc2ccccc2c1Cl,20,train
JAK2_c7a8610bb2,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,30,train
JAK2_6eec4980ac,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCNC1,33,train
JAK2_efc2226329,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccccc1,24,train
JAK2_8413cb701a,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)C(C)(C)O,35,train
JAK2_47c91ed7e9,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,32,train
JAK2_1db93b6dba,CNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,24,train
JAK2_63b7cd19c7,C[C@]1(C#N)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,21,train
JAK2_3545c5cc71,COc1cc(Nc2nc3cccc(-c4cccc5[nH]cnc45)c3o2)cc(OC)c1OC,31,train
JAK2_87f6a98848,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,32,train
JAK2_921bceb681,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,24,train
JAK2_725776d8f2,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4)CC3)nn3cccc23)n[nH]1,31,train
JAK2_2ed91465fe,COc1ccc2cc1COCC=CCCOc1cccc(c1)-c1ccnc(n1)N2,29,train
JAK2_a368780209,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2)cc1,34,train
JAK2_a16a2d932b,C[C@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,19,train
JAK2_99cc6f9557,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCCCC4)c3)n2)cc1,29,train
JAK2_461d9c7add,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCO)c3s2)cc1,30,train
JAK2_c88e43e181,COc1cc(/C=C2\COC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,27,train
JAK2_397dd7ec00,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,23,train
JAK2_d21420afe1,CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,20,train
JAK2_2948ac0a45,COc1ccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)cc1,31,train
JAK2_17f1746207,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)c(Cl)c2)CC1,36,train
JAK2_e1e0f1f159,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1,37,train
JAK2_6f4dcc3327,COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cn1,34,train
JAK2_5faf1754e4,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cccnn3)ccc12,30,train
JAK2_9fccb710a4,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,26,train
JAK2_365c8f86d1,Cc1cc(Nc2nc(O[C@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,24,train
JAK2_1fa7fecedb,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2)cc1,32,train
JAK2_aba55c653f,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,26,train
JAK2_d989c57ae0,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,33,train
JAK2_7d79a361fa,CS(=O)(=O)c1cccc(-c2cccn3nc(N)nc23)c1,20,train
JAK2_d6d006c9e2,CCC(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,26,train
JAK2_48e15ba2e4,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,25,train
JAK2_f113b245bb,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,24,train
JAK2_5f4edcae25,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cc(N2CCOCC2)ccc1C(F)(F)F,32,train
JAK2_ab6e109fe3,CC1(C)C[C@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,22,train
JAK2_3e06fcf816,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,25,train
JAK2_56ea4fced8,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@@]1(C)N,22,train
JAK2_05fbd16d4f,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,37,train
JAK2_989e4e23b7,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,27,train
JAK2_5fad1856dc,COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,23,train
JAK2_0124c4af7b,Cc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,23,train
JAK2_f389383369,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,50,train
JAK2_9a6e834330,COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,29,train
JAK2_2dc2722230,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,36,train
JAK2_d96ee2df18,Cc1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1,22,train
JAK2_1ac6383706,Cc1cc2c(c(Cl)n1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,28,train
JAK2_8f2cde4faa,COc1ccccc1-c1cccn2nc(N)nc12,18,train
JAK2_d7634eac48,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nn12,31,train
JAK2_e70670bc05,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)c(F)c4)c3o2)cc(OC)c1OC,37,train
JAK2_8d464933d6,CC(C)c1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)ccn1,28,train
JAK2_a5cce799d5,CN1CCC(N(c2nc3cc[nH]c(=O)c3c3cc(F)ccc23)C2CC2)CC1,27,train
JAK2_e015004f7f,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,26,train
JAK2_d783e41f9e,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,32,train
JAK2_83b62c6f40,C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,37,train
JAK2_8953307114,Cc1cc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)oc23)ccc1C(=O)N1CCOCC1,38,train
JAK2_a39872076a,NC(=O)c1cnc(NC2CCCCC2)c2c1[nH]c1cc(-c3ccccc3)ccc12,29,train
JAK2_9ea4c09ae4,CN1CCN(C(=O)c2cc3c(NC(C)(C)C)nc(-n4cnc5ccncc54)nc3n2C)CC1,33,train
JAK2_aaa3dcf6eb,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,24,train
JAK2_bb5849ef90,CN1C/C=C/CNC(=O)c2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,29,train
JAK2_cdc678b86f,C[C@@H](Nc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,24,train
JAK2_7d123907a9,COc1cc(F)c(CC(=O)N2CCN(c3nc(Nc4cc(C)n[nH]4)c4cccn4n3)CC2)c(F)c1,35,train
JAK2_12096dd534,Cc1ccnc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,26,train
JAK2_764051eb34,Cl.Cn1c(-c2cn([C@H]3CCNC[C@@H]3F)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,32,train
JAK2_12ed66a48a,COc1cc(-c2cnc3cc(C)cc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,40,train
JAK2_5d0ef37da5,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,34,train
JAK2_1e26b0b096,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,31,train
JAK2_c4b25f65b1,Nc1nn2cccnc2c1-c1cc(NCc2ccccc2)ncn1,24,train
JAK2_eb5deaf3f3,CCOP(=O)(CCn1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)n2C)nn1)OCC,34,train
JAK2_1646d01925,CC(C)CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,31,train
JAK2_6721c978fb,NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccc1,21,train
JAK2_6c55e74feb,COc1cc(Nc2ncc3ccc(-c4ccccc4)n3n2)cc(OC)c1OC,28,train
JAK2_ed99096d7e,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2F)CC1,36,train
JAK2_e3393601a3,O=C1C=CCC(/C=C/c2ccccc2)O1,15,train
JAK2_58e8871c61,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@@H](C4CC4)C(F)(F)F)c23)cn1,31,train
JAK2_c5b6242340,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3[nH]ccc23)n1,29,train
JAK2_4b7d891b62,COc1cc(C)nc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,29,train
JAK2_db6dd9965d,Nc1nc(Nc2ccccc2)nn1C(=O)c1c(F)cccc1F,23,train
JAK2_443019253e,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(N)ccn23)n1,25,train
JAK2_24f5fdceed,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,34,train
JAK2_5d1153c544,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,26,train
JAK2_f3e4f09aed,Cc1nn2c(NCc3ccccn3)c3c(nc2c1-c1ccccc1)CCC3,27,train
JAK2_cc79504532,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccnc(N)n4)ccc3c12)C(C)(C)C,30,train
JAK2_b2e6676788,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(-c4cn(CC(=O)[O-])nn4)ccn23)n1.[Na+],34,train
JAK2_db3a321aeb,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccccc21,29,train
JAK2_56ebccdcf5,Cc1nn(Cc2ccc(Cl)cc2Cl)c(C)c1NC(=O)CCl,21,train
JAK2_1ba607a497,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,35,train
JAK2_8c4874ec3d,CN1C/C=C/CCOc2cccc(c2)-c2nc(nc3[nH]cnc23)Nc2cccc(c2)C1,31,train
JAK2_347a6efb4d,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,39,train
JAK2_77e9cdb162,CN1CCN(CCOc2ccc3cc2CN(C)C/C=C/CCOc2cccc(c2)-c2ccnc(n2)N3)CC1,38,train
JAK2_ccd5157645,CN1CCN(c2ccc(-c3ccc4[nH]nc(N)c4c3)cc2)CC1,23,train
JAK2_9475c16aaa,Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)c(F)c1,25,train
JAK2_8a98d94bcd,O=c1cc(-c2[nH]c(C3CCNCC3)nc2-c2ccc(F)cc2)cc[nH]1,25,train
JAK2_c385760536,N#CC1CN(C(=O)[C@H](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,27,train
JAK2_9cb6a29d8d,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2)cc1,35,train
JAK2_7e3dee0498,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc(C#N)cc3)nc12,24,train
JAK2_6f4c447e44,CN(CC#N)C(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,32,train
JAK2_20c09468c6,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,29,train
JAK2_48bad702c4,Br.CCCCn1c(=N)n(CC(=O)c2ccc(Br)s2)c2ccccc21,24,train
JAK2_f8aebb0aa0,Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,31,train
JAK2_5b73b9e127,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1C(=O)NCC#N,33,train
JAK2_478a83525a,COc1ccc(Nc2ccc3c(c2)=NC2(CCCCC2)[N+]=3[O-])cc1,24,train
JAK2_18328acc7d,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2)cc1,34,train
JAK2_a6f302e8b7,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,43,train
JAK2_05122e5146,Cc1cc(NC(=O)N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)sn1,27,train
JAK2_0a92dd77d6,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,43,train
JAK2_177b249eea,Cc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,26,train
JAK2_8693a4181d,CCN(CC)CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,35,train
JAK2_1717a410f4,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,22,train
JAK2_55ac41bae4,CC(C)(C)NC(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,23,train
JAK2_a53c4d9c0f,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,28,train
JAK2_3313baf2be,C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2)CC1,40,train
JAK2_55b934be09,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)n[nH]1,31,train
JAK2_0a392ff493,OCCN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,30,train
JAK2_51ec31bf24,COc1ccccc1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,24,train
JAK2_42140b447a,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2c(Cl)cccc2Cl)n1,26,train
JAK2_1ca43c17b9,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4Cl)CC3)nn3cccc23)n[nH]1,31,train
JAK2_6fe91bdb49,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCCNc2ccnc(F)c2)cc1,35,train
JAK2_961fff5a83,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl,27,train
JAK2_c18ec7771e,C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,27,train
JAK2_c7bfb6cce9,Cc1nc2ccncc2n1-c1nccc(N[C@@H](C)c2ccccc2)n1,25,train
JAK2_bf16d362a9,CCN1C/C(=C/c2ccc(OC)c(O)c2)C(=O)/C(=C/c2ccc(OC)c(O)c2)C1,29,train
JAK2_0be5e5cb2a,CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,38,train
JAK2_c2fa5306ba,Nc1n[nH]c2ccc(-c3cc[nH]n3)cc12,15,train
JAK2_cb5596e52c,CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,30,train
JAK2_5c694234ac,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccncc1,28,train
JAK2_e118ddf262,Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,26,train
JAK2_5b5a4d4655,CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,21,train
JAK2_eb0f359259,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1,25,train
