parent_mol_id,seed_smiles,atom_a,atom_b,anchor_score_a,anchor_score_b,path_bonds,linker_length,target_ring,chemotype,size_probability,chemotype_probability,linker_probability,policy_probability,reward_probability,status,generated_smiles,extracted_linker_smiles,candidate_id,inchikey,known_linker_smiles
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,6.0,13.0,aza_oxa,0.241481,0.691179,0.166906,0.166906,0.272893,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,6.0,13.0,oxa,0.241481,0.306395,0.073989,0.073989,0.1516,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,6.0,13.0,dithio,0.241481,0.002226,0.000538,0.000538,0.36636,rejected_known_linker,Cn1c2cc(C(N)=O)c1-c1cc(Cl)ccc1CCCSCSCc1cnc(N)nc1-2,[15*]CCCSCSC[23*];[15*]CCCSCS[22*];[15*]CCCSC[21*];[15*]CCCS[20*];[15*]CCC[19*];[16*]CCSCSC[23*];[16*]CCSCS[22*];[16*]CCSC[21*];[16*]CCS[20*];[17*]CSCSC[23*];[17*]CSCS[22*];[17*]CSC[21*];[18*]SCSC[23*];[18*]SCS[22*];[19*]CSC[23*];[2*]c1nc(N)ncc1CSCSC[17*];[2*]c1nc(N)ncc1CSCS[18*];[2*]c1nc(N)ncc1CSC[19*];[2*]c1nc(N)ncc1CS[20*];[2*]c1nc(N)ncc1C[21*];[2*]c1nc(N)ncc1[22*];[8*]c1cc(Cl)ccc1CCCSC[21*];[8*]c1cc(Cl)ccc1CCCS[20*];[8*]c1cc(Cl)ccc1CCC[19*];[8*]c1cc(Cl)ccc1CC[18*];[8*]c1cc(Cl)ccc1C[17*];[8*]c1cc(Cl)ccc1[16*];[9*]c1c(C(N)=O)cc([29*])n1C,,,[15*]CCC[19*];[16*]CCS[20*];[19*]CSC[23*]
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,8.0,15.0,aza_oxa,0.108712,0.691179,0.07514,0.07514,0.263273,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,8.0,15.0,oxa,0.108712,0.306395,0.033309,0.033309,0.149274,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,0.0,16.0,0.015747,0.008175,7.0,8.0,15.0,dithio,0.108712,0.002226,0.000242,0.000242,0.332933,rejected_known_linker,Cn1c2cc(C(N)=O)c1-c1cc(Cl)ccc1CCCSCCSCCc1cnc(N)nc1-2,[15*]CCCSCCSCC[25*];[15*]CCCSCCSC[24*];[15*]CCCSCCS[23*];[15*]CCCSCC[22*];[15*]CCCSC[21*];[15*]CCCS[20*];[15*]CCC[19*];[16*]CCSCCSCC[25*];[16*]CCSCCSC[24*];[16*]CCSCCS[23*];[16*]CCSCC[22*];[16*]CCSC[21*];[16*]CCS[20*];[17*]CSCCSCC[25*];[17*]CSCCSC[24*];[17*]CSCCS[23*];[17*]CSCC[22*];[17*]CSC[21*];[18*]SCCSCC[25*];[18*]SCCSC[24*];[18*]SCCS[23*];[18*]SCC[22*];[19*]CCSCC[25*];[19*]CCSC[24*];[19*]CCS[23*];[2*]c1nc(N)ncc1CCSCC[19*];[2*]c1nc(N)ncc1CCSC[20*];[2*]c1nc(N)ncc1CCS[21*];[2*]c1nc(N)ncc1CC[22*];[2*]c1nc(N)ncc1C[23*];[2*]c1nc(N)ncc1[24*];[20*]CSCC[25*];[20*]CSC[24*];[21*]SCC[25*];[8*]c1cc(Cl)ccc1CCCSC[21*];[8*]c1cc(Cl)ccc1CCCS[20*];[8*]c1cc(Cl)ccc1CCC[19*];[8*]c1cc(Cl)ccc1CC[18*];[8*]c1cc(Cl)ccc1C[17*];[8*]c1cc(Cl)ccc1[16*];[9*]c1c(C(N)=O)cc([31*])n1C,,,[15*]CCC[19*];[16*]CCS[20*];[18*]SCC[22*]
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,13.0,0.013973,0.013326,5.0,9.0,14.0,dithio,0.112071,0.999879,0.112057,0.112057,0.287179,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,13.0,0.013973,0.013326,5.0,9.0,14.0,aza_oxa,0.112071,0.000111,1.2e-05,1.2e-05,0.22841,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,13.0,0.013973,0.013326,5.0,9.0,14.0,oxa,0.112071,1e-05,1e-06,1e-06,0.136983,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,10.0,13.0,dithio,0.248872,0.999999,0.248872,0.248872,0.249659,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,10.0,13.0,aza_oxa,0.248872,1e-06,0.0,0.0,0.201422,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,10.0,13.0,oxa,0.248872,0.0,0.0,0.0,0.127973,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,9.0,12.0,dithio,0.159181,0.999999,0.159181,0.159181,0.25335,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,9.0,12.0,aza_oxa,0.159181,1e-06,0.0,0.0,0.204531,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,6.0,0.013973,0.011287,3.0,9.0,12.0,oxa,0.159181,0.0,0.0,0.0,0.126024,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,7.0,14.0,oxa,0.570357,0.924837,0.527488,0.527488,0.16146,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,7.0,14.0,aza_oxa,0.570357,0.073732,0.042054,0.042054,0.270469,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,7.0,14.0,dithio,0.570357,0.001179,0.000673,0.000673,0.349895,valid_output,Cc1c2cc(Cl)cc1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CCSCSCC2,[14*]c1nc(N)ncc1CCSCS[29*];[14*]c1nc(N)ncc1CCSC[28*];[14*]c1nc(N)ncc1CCS[27*];[14*]c1nc(N)ncc1CC[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[2*]CCSCSCC[23*];[2*]CCSCSC[24*];[2*]CCSCS[25*];[2*]CCSC[26*];[2*]CCS[27*];[23*]CCSCSC[30*];[23*]CCSCS[29*];[23*]CCSC[28*];[23*]CCS[27*];[24*]CSCSC[30*];[24*]CSCS[29*];[24*]CSC[28*];[25*]SCSC[30*];[25*]SCS[29*];[26*]CSC[30*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1cc(Cl)cc(CCSC[26*])c1C;[8*]c1cc(Cl)cc(CCS[27*])c1C;[8*]c1cc(Cl)cc(CC[28*])c1C;[8*]c1cc(Cl)cc(C[29*])c1C;[8*]c1cc(Cl)cc([30*])c1C,CAND_2f320144eb,HJMQCJHRPSJFAI-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,6.0,13.0,oxa,0.152821,0.924837,0.141334,0.141334,0.152833,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,6.0,13.0,aza_oxa,0.152821,0.073732,0.011268,0.011268,0.277361,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,6.0,13.0,dithio,0.152821,0.001179,0.00018,0.00018,0.366366,valid_output,Cc1c2cc(Cl)cc1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CSCSCC2,[14*]c1nc(N)ncc1CSCSC[29*];[14*]c1nc(N)ncc1CSCS[28*];[14*]c1nc(N)ncc1CSC[27*];[14*]c1nc(N)ncc1CS[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[2*]CCSCSC[23*];[2*]CCSCS[24*];[2*]CCSC[25*];[2*]CCS[26*];[23*]CSCSC[29*];[23*]CSCS[28*];[23*]CSC[27*];[24*]SCSC[29*];[24*]SCS[28*];[25*]CSC[29*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1cc(Cl)cc(CCSC[25*])c1C;[8*]c1cc(Cl)cc(CCS[26*])c1C;[8*]c1cc(Cl)cc(CC[27*])c1C;[8*]c1cc(Cl)cc(C[28*])c1C;[8*]c1cc(Cl)cc([29*])c1C,CAND_c085056dbc,FVCPJCXSFFODID-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,8.0,15.0,oxa,0.087471,0.924837,0.080897,0.080897,0.149311,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,8.0,15.0,aza_oxa,0.087471,0.073732,0.006449,0.006449,0.261536,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,2.0,16.0,0.013973,0.008175,7.0,8.0,15.0,dithio,0.087471,0.001179,0.000103,0.000103,0.333016,valid_output,Cc1c2cc(Cl)cc1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CCSCCSCC2,[14*]c1nc(N)ncc1CCSCC[29*];[14*]c1nc(N)ncc1CCSC[28*];[14*]c1nc(N)ncc1CCS[27*];[14*]c1nc(N)ncc1CC[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[2*]CCSCCSCC[23*];[2*]CCSCCSC[24*];[2*]CCSCCS[25*];[2*]CCSCC[26*];[2*]CCSC[27*];[2*]CCS[28*];[23*]CCSCCSC[31*];[23*]CCSCCS[30*];[23*]CCSCC[29*];[23*]CCSC[28*];[23*]CCS[27*];[24*]CSCCSC[31*];[24*]CSCCS[30*];[24*]CSCC[29*];[24*]CSC[28*];[25*]SCCSC[31*];[25*]SCCS[30*];[25*]SCC[29*];[26*]CCSC[31*];[26*]CCS[30*];[27*]CSC[31*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1cc(Cl)cc(CCSC[27*])c1C;[8*]c1cc(Cl)cc(CCS[28*])c1C;[8*]c1cc(Cl)cc(CC[29*])c1C;[8*]c1cc(Cl)cc(C[30*])c1C;[8*]c1cc(Cl)cc([31*])c1C,CAND_2edede7faa,FWQKVEUXWPKOCZ-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,10.0,14.0,dithio,0.210032,0.999001,0.209822,0.209822,0.26451,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,10.0,14.0,aza_oxa,0.210032,0.000988,0.000208,0.000208,0.212247,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,10.0,14.0,alkyl,0.210032,9e-06,2e-06,2e-06,0.136119,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,9.0,13.0,dithio,0.177661,0.999001,0.177483,0.177483,0.271973,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,9.0,13.0,aza_oxa,0.177661,0.000988,0.000176,0.000176,0.216304,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,9.0,13.0,alkyl,0.177661,9e-06,2e-06,2e-06,0.134849,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,11.0,15.0,dithio,0.153915,0.999001,0.153761,0.153761,0.255022,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,11.0,15.0,aza_oxa,0.153915,0.000988,0.000152,0.000152,0.209017,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,6.0,0.013326,0.011287,4.0,11.0,15.0,alkyl,0.153915,9e-06,1e-06,1e-06,0.137685,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,6.0,12.0,dithio,0.292662,0.9997,0.292574,0.292574,0.329616,valid_output,Cc1cc2c(Cl)cc1-c1c(C(N)=O)c(c(-c3ccnc(N)n3)n1C)CCSCSC2,[13*]CCSCS[29*];[13*]CCSC[28*];[13*]CCS[27*];[24*]CSCS[29*];[24*]CSC[28*];[25*]SCS[29*];[3*]CSCSCC[13*];[3*]CSCSC[24*];[3*]CSCS[25*];[3*]CSC[26*];[8*]c1cc(Cl)c(CSCS[25*])cc1C;[8*]c1cc(Cl)c(CSC[26*])cc1C;[8*]c1cc(Cl)c(CS[27*])cc1C;[8*]c1cc(Cl)c(C[28*])cc1C;[8*]c1cc(Cl)c([29*])cc1C,CAND_aa5da2fb15,AFXNOFWUCPJTRH-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,6.0,12.0,oxa,0.292662,0.000236,6.9e-05,6.9e-05,0.142796,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,6.0,12.0,aza_oxa,0.292662,6.4e-05,1.9e-05,1.9e-05,0.263023,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,7.0,13.0,dithio,0.09279,0.9997,0.092762,0.092762,0.332398,valid_output,Cc1cc2c(Cl)cc1-c1c(C(N)=O)c(c(-c3ccnc(N)n3)n1C)CCSCSCC2,[13*]CCSCSC[30*];[13*]CCSCS[29*];[13*]CCSC[28*];[13*]CCS[27*];[24*]CSCSC[30*];[24*]CSCS[29*];[24*]CSC[28*];[25*]SCSC[30*];[25*]SCS[29*];[26*]CSC[30*];[3*]CCSCSCC[13*];[3*]CCSCSC[24*];[3*]CCSCS[25*];[3*]CCSC[26*];[3*]CCS[27*];[8*]c1cc(Cl)c(CCSC[26*])cc1C;[8*]c1cc(Cl)c(CCS[27*])cc1C;[8*]c1cc(Cl)c(CC[28*])cc1C;[8*]c1cc(Cl)c(C[29*])cc1C;[8*]c1cc(Cl)c([30*])cc1C,CAND_4a8a755de9,ZYAQPAWCFAJQIL-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,7.0,13.0,oxa,0.09279,0.000236,2.2e-05,2.2e-05,0.142116,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,3.0,0.013326,0.010526,6.0,7.0,13.0,aza_oxa,0.09279,6.4e-05,6e-06,6e-06,0.255509,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,12.0,15.0,dithio,0.451088,0.99498,0.448823,0.448823,0.245305,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,12.0,15.0,aza_oxa,0.451088,0.004893,0.002207,0.002207,0.197259,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,12.0,15.0,alkyl,0.451088,0.000126,5.7e-05,5.7e-05,0.134231,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,11.0,14.0,dithio,0.316094,0.99498,0.314507,0.314507,0.24584,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,11.0,14.0,aza_oxa,0.316094,0.004893,0.001547,0.001547,0.199052,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,11.0,14.0,alkyl,0.316094,0.000126,4e-05,4e-05,0.132263,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,10.0,13.0,dithio,0.160459,0.99498,0.159654,0.159654,0.246268,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,10.0,13.0,aza_oxa,0.160459,0.004893,0.000785,0.000785,0.201438,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,13.0,16.0,0.013326,0.008175,3.0,10.0,13.0,alkyl,0.160459,0.000126,2e-05,2e-05,0.130464,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,7.0,13.0,dithio,0.395156,0.571177,0.225704,0.225704,0.333664,valid_output,Cc1ccc(Cl)c2c1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CCSCSCC2,[14*]c1nc(N)ncc1CCSCS[29*];[14*]c1nc(N)ncc1CCSC[28*];[14*]c1nc(N)ncc1CCS[27*];[14*]c1nc(N)ncc1CC[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[23*]CCSCSC[30*];[23*]CCSCS[29*];[23*]CCSC[28*];[23*]CCS[27*];[24*]CSCSC[30*];[24*]CSCS[29*];[24*]CSC[28*];[25*]SCSC[30*];[25*]SCS[29*];[26*]CSC[30*];[6*]CCSCSCC[23*];[6*]CCSCSC[24*];[6*]CCSCS[25*];[6*]CCSC[26*];[6*]CCS[27*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1c(C)ccc(Cl)c1CCSC[26*];[8*]c1c(C)ccc(Cl)c1CCS[27*];[8*]c1c(C)ccc(Cl)c1CC[28*];[8*]c1c(C)ccc(Cl)c1C[29*];[8*]c1c(C)ccc(Cl)c1[30*],CAND_25fe2e1e6d,YQFLTVCMHRUNLT-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,7.0,13.0,aza_oxa,0.395156,0.392609,0.155142,0.155142,0.257826,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,7.0,13.0,oxa,0.395156,0.03617,0.014293,0.014293,0.142209,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,6.0,12.0,dithio,0.259901,0.571177,0.14845,0.14845,0.343138,valid_output,Cc1ccc(Cl)c2c1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CSCSCC2,[14*]c1nc(N)ncc1CSCSC[29*];[14*]c1nc(N)ncc1CSCS[28*];[14*]c1nc(N)ncc1CSC[27*];[14*]c1nc(N)ncc1CS[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[23*]CSCSC[29*];[23*]CSCS[28*];[23*]CSC[27*];[24*]SCSC[29*];[24*]SCS[28*];[25*]CSC[29*];[6*]CCSCSC[23*];[6*]CCSCS[24*];[6*]CCSC[25*];[6*]CCS[26*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1c(C)ccc(Cl)c1CCSC[25*];[8*]c1c(C)ccc(Cl)c1CCS[26*];[8*]c1c(C)ccc(Cl)c1CC[27*];[8*]c1c(C)ccc(Cl)c1C[28*];[8*]c1c(C)ccc(Cl)c1[29*],CAND_9c255e523f,LNLCEUQPNMYNAG-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,6.0,12.0,aza_oxa,0.259901,0.392609,0.10204,0.10204,0.262479,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,6.0,12.0,oxa,0.259901,0.03617,0.009401,0.009401,0.142959,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,9.0,15.0,dithio,0.10176,0.571177,0.058123,0.058123,0.302795,valid_output,Cc1ccc(Cl)c2c1-c1c(C(N)=O)cc(n1C)-c1nc(N)ncc1CCSCCSCCC2,[14*]c1nc(N)ncc1CCSCC[29*];[14*]c1nc(N)ncc1CCSC[28*];[14*]c1nc(N)ncc1CCS[27*];[14*]c1nc(N)ncc1CC[26*];[14*]c1nc(N)ncc1C[25*];[14*]c1nc(N)ncc1[24*];[23*]CCSCCSCC[32*];[23*]CCSCCSC[31*];[23*]CCSCCS[30*];[23*]CCSCC[29*];[23*]CCSC[28*];[23*]CCS[27*];[24*]CSCCSCC[32*];[24*]CSCCSC[31*];[24*]CSCCS[30*];[24*]CSCC[29*];[24*]CSC[28*];[25*]SCCSCC[32*];[25*]SCCSC[31*];[25*]SCCS[30*];[25*]SCC[29*];[26*]CCSCC[32*];[26*]CCSC[31*];[26*]CCS[30*];[27*]CSCC[32*];[27*]CSC[31*];[28*]SCC[32*];[6*]CCCSCCSCC[23*];[6*]CCCSCCSC[24*];[6*]CCCSCCS[25*];[6*]CCCSCC[26*];[6*]CCCSC[27*];[6*]CCCS[28*];[6*]CCC[29*];[7*]c1c(C(N)=O)cc([17*])n1C;[8*]c1c(C)ccc(Cl)c1CCCS[28*];[8*]c1c(C)ccc(Cl)c1CCC[29*];[8*]c1c(C)ccc(Cl)c1CC[30*];[8*]c1c(C)ccc(Cl)c1C[31*];[8*]c1c(C)ccc(Cl)c1[32*],CAND_5c26912b8d,CWMCTSJNOBKQLJ-UHFFFAOYSA-N,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,9.0,15.0,aza_oxa,0.10176,0.392609,0.039952,0.039952,0.242117,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,6.0,16.0,0.011287,0.008175,6.0,9.0,15.0,oxa,0.10176,0.03617,0.003681,0.003681,0.143313,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,3.0,16.0,0.010526,0.008175,8.0,4.0,12.0,oxa,0.413604,0.99436,0.411271,0.411271,0.197,rejected_by_reward_model,,,,,
JAK2_cc50037476,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(N)n2)n1C,3.0,16.0,0.010526,0.008175,8.0,4.0,12.0,aza_oxa,0.413604,0.005631,0.002329,0.002329,0.282864,rejected_by_reward_model,,,,,
