candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes,best_score,qed_admet,sa_score_admet,mw_admet,logp_admet,tpsa_admet,hbd_admet,hba_admet,rotatable_bonds_admet,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk,pose_score,pose_decision,contacts_within_4A,hard_clashes_lt_1_8A,smiles,docking_score,diversity_cluster,docking_score_scaled,novelty_score,final_weighted_score,rank,decision,diverse_rank,selection_tier
CAND_1bba8e2957,v5_5_pocket_guided,JAK2_b9143a07c2,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccccc1COCOCC2,XGCKMNHPPGVUFR-UHFFFAOYSA-N,True,True,True,395.484,4.0078,86.47,2,6,1,0.6502,3.578,c1ccc2c(c1)COCOCCc1ccnc(c1)Nc1ccc-2s1,15,True,False,True,,-8.2,0.6502,3.578,395.484,4.0078,86.47,2,6,1,0,True,0.84259,0.713556,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccccc1COCOCC2,-8.2,scaffold_3d1aebb9,0.47058823529411753,1.0,0.665257,157,backup_candidate,148,backup_candidate
CAND_b9a176210f,v5_5_pocket_guided,JAK2_e984d68b65,CCc1ccc(C(F)(F)F)c2c1-c1[nH]c(cc1C(N)=O)-c1cc(nc(N)n1)CSCSC2,WVZCKDVBYPDEGV-UHFFFAOYSA-N,True,True,True,479.553,4.8385,110.68,3,6,2,0.4852,4.17,c1ccc2c(c1)CSCSCc1cc(ncn1)-c1ccc-2[nH]1,13,True,False,True,,-8.8,0.4852,4.17,479.553,4.8385,110.68,3,6,2,0,True,0.76834,0.647778,1.0,no_major_descriptor_risk,0.5,,,,CCc1ccc(C(F)(F)F)c2c1-c1[nH]c(cc1C(N)=O)-c1cc(nc(N)n1)CSCSC2,-8.8,scaffold_81cc09f7,0.5411764705882354,1.0,0.665246,158,backup_candidate,149,backup_candidate
CAND_7e977bd2d9,v5_5_pocket_guided,JAK2_52e2aaf803,Nc1nn2ccc3nc2c1-c1cc(N[C@@H]2CCc4ccccc42)nc(n1)CSCSCC3,XGWIBDMWWGKKBB-QGZVFWFLSA-N,True,True,True,461.62,4.3479,94.02,2,8,2,0.4551,4.52,c1ccc2c(c1)CC[C@H]2Nc1cc2nc(n1)CSCSCCc1ccn3ncc-2c3n1,13,True,False,True,,-9.0,0.4551,4.52,461.62,4.3479,94.02,2,8,2,0,True,0.754795,0.608889,1.0,no_major_descriptor_risk,0.5,,,,Nc1nn2ccc3nc2c1-c1cc(N[C@@H]2CCc4ccccc42)nc(n1)CSCSCC3,-9.0,scaffold_44350189,0.5647058823529412,1.0,0.664939,159,backup_candidate,150,backup_candidate
CAND_bf23571262,v5_5_pocket_guided,JAK2_2001e52f1c,Cn1cc2c(n1)-c1ccc(c(Cl)c1)COCNCc1cc(N)nc3c(cnn13)C(=O)N2,BWZYODBTBDODEL-UHFFFAOYSA-N,True,True,True,438.879,2.195,124.39,3,7,0,0.3841,3.894,O=C1Nc2c[nH]nc2-c2ccc(cc2)COCNCc2ccnc3c1cnn23,17,True,False,True,,-8.9,0.3841,3.894,438.879,2.195,124.39,3,7,0,0,True,0.722845,0.678444,1.0,no_major_descriptor_risk,0.5,,,,Cn1cc2c(n1)-c1ccc(c(Cl)c1)COCNCc1cc(N)nc3c(cnn13)C(=O)N2,-8.9,scaffold_f0ade249,0.5529411764705883,1.0,0.664865,160,backup_candidate,151,backup_candidate
CAND_2bc2e5c531,v5_5_pocket_guided,JAK2_e36804ea19,Cc1nc2c(s1)NC(=O)c1c(nn3ccc(N)nc13)COCNCCc1ccc-2cc1Cl,JFDDUJMOXWQNBY-UHFFFAOYSA-N,True,True,True,469.958,3.2689,119.46,3,8,0,0.3612,4.066,O=C1Nc2scnc2-c2ccc(cc2)CCNCOCc2nn3cccnc3c21,16,True,False,True,,-9.0,0.3612,4.066,469.958,3.2689,119.46,3,8,0,0,True,0.71254,0.659333,1.0,no_major_descriptor_risk,0.5,,,,Cc1nc2c(s1)NC(=O)c1c(nn3ccc(N)nc13)COCNCCc1ccc-2cc1Cl,-9.0,scaffold_3bdc5ffe,0.5647058823529412,1.0,0.664055,161,backup_candidate,152,backup_candidate
CAND_c039c3d1e6,v5_5_pocket_guided,JAK2_208a9ca923,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCOCC3,SINYPWGRQLFFSZ-UHFFFAOYSA-N,True,True,True,433.464,3.0276,109.75,3,7,0,0.3658,3.864,O=c1c2coc3ccc(cc13)CCOCNCCc1ccc(cc1)-n1cc-2cn1,19,True,False,True,,-8.9,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk,0.5,,,,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCOCC3,-8.9,scaffold_055a4d49,0.5529411764705883,1.0,0.663718,162,backup_candidate,153,backup_candidate
CAND_433b7244a1,v5_5_pocket_guided,JAK2_208a9ca923,Cc1oc2c(O)c(O)cc3c2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCOCC3,BKFMSMJFKISZBR-UHFFFAOYSA-N,True,True,True,433.464,3.0276,109.75,3,7,0,0.3658,3.864,O=c1c2coc3cccc(c13)CCOCNCCc1ccc(cc1)-n1cc-2cn1,18,True,False,True,,-8.9,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk,0.5,,,,Cc1oc2c(O)c(O)cc3c2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCOCC3,-8.9,scaffold_7fa606ca,0.5529411764705883,1.0,0.663718,163,backup_candidate,154,backup_candidate
CAND_4287a61ab4,v5_5_pocket_guided,JAK2_d0c920f8f8,NCC1COCNCc2cccc3sc(cc23)-c2cc(cc3cn[nH]c23)-c2cn1c1cnc(N)nc21,PBNNBZLZAYVGHP-UHFFFAOYSA-N,True,True,True,496.6,4.0156,132.69,4,8,1,0.2702,4.589,c1cc2c3cc(sc3c1)-c1cc(cc3cn[nH]c13)-c1cn(c3cncnc13)CCOCNC2,16,True,False,True,,-9.4,0.2702,4.589,496.6,4.0156,132.69,4,8,1,0,True,0.67159,0.601222,1.0,no_major_descriptor_risk,0.5,,,,NCC1COCNCc2cccc3sc(cc23)-c2cc(cc3cn[nH]c23)-c2cn1c1cnc(N)nc21,-9.4,scaffold_e0e92c9f,0.611764705882353,1.0,0.663619,164,backup_candidate,155,backup_candidate
CAND_a2be166cf7,v5_5_pocket_guided,JAK2_3ef5e26b1b,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)C(COCNCCc3ccc1cc3)C2,WQUJSRZOVCROLR-YDNXMHBPSA-N,True,True,True,499.623,2.6238,96.26,2,9,1,0.4097,4.856,c1cc2ncn(-c3nc4cc(n3)N3CCNC(COCNCCc5ccc(cc5)CN4)C3)c2cn1,18,True,False,True,,-9.2,0.4097,4.856,499.623,2.6238,96.26,2,9,1,0,True,0.734365,0.571556,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)N2CCN(C)C(COCNCCc3ccc1cc3)C2,-9.2,scaffold_90ea26d7,0.588235294117647,1.0,0.663489,165,backup_candidate,156,backup_candidate
CAND_7bc97f0fe0,v5_5_pocket_guided,JAK2_bc0710184a,CC(C)C1Nc2ncc(C(N)=O)c3[nH]c4cc(ccc4c23)-c2cn(C)nc2COCNCC12CC2,HKQBOFDHYTXCBO-UHFFFAOYSA-N,True,True,True,473.581,3.5095,122.88,4,6,2,0.3533,4.587,c1cc2[nH]c3cc4ccc3c2c(n1)NCC1(CC1)CNCOCc1n[nH]cc1-4,16,True,False,True,,-9.2,0.3533,4.587,473.581,3.5095,122.88,4,6,2,0,True,0.708985,0.601444,1.0,no_major_descriptor_risk,0.5,,,,CC(C)C1Nc2ncc(C(N)=O)c3[nH]c4cc(ccc4c23)-c2cn(C)nc2COCNCC12CC2,-9.2,scaffold_568d7f41,0.588235294117647,1.0,0.662896,166,backup_candidate,157,backup_candidate
CAND_364526afef,v5_5_pocket_guided,JAK2_37af99755c,O=c1[nH]c2cc3nc(c4ccc(F)cc4c13)Nc1cc(F)cc(c1)CCOCSC2,CZRHYKUKVUPKSI-UHFFFAOYSA-N,True,True,True,425.46,4.8615,67.01,2,5,0,0.394,3.819,O=c1[nH]c2cc3nc(c4ccccc4c13)Nc1cccc(c1)CCOCSC2,15,True,False,True,,-8.8,0.394,3.819,425.46,4.8615,67.01,2,5,0,0,True,0.7273,0.686778,1.0,no_major_descriptor_risk,0.5,,,,O=c1[nH]c2cc3nc(c4ccc(F)cc4c13)Nc1cc(F)cc(c1)CCOCSC2,-8.8,scaffold_1c0847b0,0.5411764705882354,1.0,0.662888,167,backup_candidate,158,backup_candidate
CAND_fbf4bb128b,v5_5_pocket_guided,JAK2_dea7048134,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)-c2cnn(C)c2COCOCCc2ccc1cc2,XXJOMJBULGCGBB-KRWDZBQOSA-N,True,True,True,482.548,3.8309,104.8,1,8,1,0.3844,4.511,c1cc2ncn(-c3nc4cc(n3)-c3cn[nH]c3COCOCCc3ccc(cc3)CN4)c2cn1,17,True,False,True,,-9.1,0.3844,4.511,482.548,3.8309,104.8,1,8,1,0,True,0.72298,0.609889,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)-c2cnn(C)c2COCOCCc2ccc1cc2,-9.1,scaffold_aaa5784c,0.5764705882352941,1.0,0.662844,168,backup_candidate,159,backup_candidate
CAND_b77e224cbb,v5_5_pocket_guided,JAK2_3e3077caeb,CC(Nc1nc2cc[nH]c(=O)c2c2c1-c1nc(no1)-c1ccc(cc1)CSCSC2)C(C)(C)C,SBUXWBFQJDPZDT-UHFFFAOYSA-N,True,True,True,493.658,5.9241,96.7,2,8,2,0.3549,5.16,O=c1[nH]ccc2ncc3c(c12)CSCSCc1ccc(cc1)-c1noc-3n1,14,True,False,True,,-9.9,0.3549,5.16,493.658,5.9241,96.7,2,8,2,1,True,0.610705,0.537778,1.0,1_lipinski_violations,0.5,,,,CC(Nc1nc2cc[nH]c(=O)c2c2c1-c1nc(no1)-c1ccc(cc1)CSCSC2)C(C)(C)C,-9.9,scaffold_9a01f7e2,0.6705882352941177,1.0,0.662514,169,backup_candidate,160,backup_candidate
CAND_fd29a453e3,v5_5_pocket_guided,JAK2_4e74665b71,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3ccnc(c32)CSCOC1,YKUOLSDMZSCZRV-PKHIMPSTSA-N,True,True,True,430.537,4.462,77.75,1,7,0,0.4412,4.347,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3ccnc(c32)CSCOC1,16,True,False,True,,-8.9,0.4412,4.347,430.537,4.462,77.75,1,7,0,0,True,0.74854,0.628111,1.0,no_major_descriptor_risk,0.5,,,,c1ccc2c(c1)C1CC[C@@H]2Nc2ccnc(n2)-n2cnc3ccnc(c32)CSCOC1,-8.9,scaffold_fd29a453,0.5529411764705883,1.0,0.662454,170,backup_candidate,161,backup_candidate
CAND_3dd20a9d3d,v5_5_pocket_guided,JAK2_52e2aaf803,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2cc(ccc21)COCNCC3,OCVDDJHLCPUEIJ-GOSISDBHSA-N,True,True,True,428.5,2.4877,115.28,3,8,0,0.3913,4.086,c1nc2cc(n1)-c1cnn3ccc(nc13)CCNCOCc1ccc3c(c1)CC[C@H]3N2,19,True,False,True,,-8.9,0.3913,4.086,428.5,2.4877,115.28,3,8,0,0,True,0.726085,0.657111,1.0,no_major_descriptor_risk,0.5,,,,Nc1nn2ccc3nc2c1-c1cc(ncn1)N[C@@H]1CCc2cc(ccc21)COCNCC3,-8.9,scaffold_9995e26a,0.5529411764705883,1.0,0.662313,171,backup_candidate,162,backup_candidate
CAND_e3277e541d,v5_5_pocket_guided,JAK2_81f4cf91ce,Nc1cc2n3ncc(c3n1)C(=O)Nc1c[nH]nc1-c1ccc(c(Cl)c1)CCCC2,ICRCBZAUZNAJQX-UHFFFAOYSA-N,True,True,True,407.865,3.4861,113.99,3,5,0,0.4125,3.721,O=C1Nc2c[nH]nc2-c2ccc(cc2)CCCCc2ccnc3c1cnn23,16,True,False,True,,-8.7,0.4125,3.721,407.865,3.4861,113.99,3,5,0,0,True,0.735625,0.697667,1.0,no_major_descriptor_risk,0.5,,,,Nc1cc2n3ncc(c3n1)C(=O)Nc1c[nH]nc1-c1ccc(c(Cl)c1)CCCC2,-8.7,scaffold_9ac500f0,0.5294117647058822,1.0,0.662069,172,backup_candidate,163,backup_candidate
CAND_d06f18a0d7,v5_5_pocket_guided,JAK2_ca39d80886,Cc1cc2n(n1)-c1ccc(c(Cl)c1)COCNCCc1ccn3ncc(c3n1)C(=O)N2,NITRRQKEWOHQCN-UHFFFAOYSA-N,True,True,True,437.891,2.7489,98.37,2,6,0,0.4387,3.888,O=C1Nc2ccnn2-c2ccc(cc2)COCNCCc2ccn3ncc1c3n2,18,True,False,True,,-8.7,0.4387,3.888,437.891,2.7489,98.37,2,6,0,0,True,0.747415,0.679111,1.0,no_major_descriptor_risk,0.5,,,,Cc1cc2n(n1)-c1ccc(c(Cl)c1)COCNCCc1ccn3ncc(c3n1)C(=O)N2,-8.7,scaffold_6d1eac52,0.5294117647058822,1.0,0.661644,173,backup_candidate,164,backup_candidate
CAND_1bee5c40bc,v5_5_pocket_guided,JAK2_208a9ca923,Cc1oc2c(O)c(O)cc3c2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCCOCC3,IGWYSNRNCYJZFL-UHFFFAOYSA-N,True,True,True,447.491,3.0701,109.75,3,7,0,0.3555,3.942,O=c1c2coc3cccc(c13)CCOCCNCCc1ccc(cc1)-n1cc-2cn1,19,True,False,True,,-8.9,0.3555,3.942,447.491,3.0701,109.75,3,7,0,0,True,0.709975,0.673111,1.0,no_major_descriptor_risk,0.5,,,,Cc1oc2c(O)c(O)cc3c2c(=O)c1-c1cnn(c1)-c1ccc(cc1)CCNCCOCC3,-8.9,scaffold_923ebece,0.5529411764705883,1.0,0.661491,174,backup_candidate,165,backup_candidate
CAND_332473e181,v5_5_pocket_guided,JAK2_208a9ca923,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1cccc(c1)CCNCCOCC3,KGBSEVUFQFMOQO-UHFFFAOYSA-N,True,True,True,447.491,3.0701,109.75,3,7,0,0.3555,3.942,O=c1c2coc3ccc(cc13)CCOCCNCCc1cccc(c1)-n1cc-2cn1,19,True,False,True,,-8.9,0.3555,3.942,447.491,3.0701,109.75,3,7,0,0,True,0.709975,0.673111,1.0,no_major_descriptor_risk,0.5,,,,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1cccc(c1)CCNCCOCC3,-8.9,scaffold_0d7beab8,0.5529411764705883,1.0,0.661491,175,backup_candidate,166,backup_candidate
CAND_3b10bf79e2,v5_5_pocket_guided,JAK2_15829dfdea,CN1CCN(C(=O)c2cc3c4nc(nc3n2C)-n2cnc3cc(ncc32)CNCOCc2ccc(F)c(c2)CN4)CC1,ZHWDMYVAIRCNMP-UHFFFAOYSA-N,True,True,True,570.633,2.4183,118.26,2,9,1,0.3133,4.751,O=C(c1cc2c3nc(nc2[nH]1)-n1cnc2cc(ncc21)CNCOCc1cccc(c1)CN3)N1CCNCC1,18,True,False,True,,-9.8,0.3133,4.751,570.633,2.4183,118.26,2,9,1,1,True,0.591985,0.583222,1.0,1_lipinski_violations,0.5,,,,CN1CCN(C(=O)c2cc3c4nc(nc3n2C)-n2cnc3cc(ncc32)CNCOCc2ccc(F)c(c2)CN4)CC1,-9.8,scaffold_1965a69d,0.6588235294117648,1.0,0.661469,176,backup_candidate,167,backup_candidate
CAND_6792104129,v5_5_pocket_guided,JAK2_c5f0ce9a58,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccnc(F)c4)C3)c1COCOCc1ccc3[nH]cc2c3c1,HXLXZZTYGFVKKD-UHFFFAOYSA-N,True,True,True,539.567,4.1798,108.58,3,7,2,0.2591,4.953,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccncc4)C3)c1COCOCc1ccc3[nH]cc2c3c1,14,True,False,True,,-10.0,0.2591,4.953,539.567,4.1798,108.58,3,7,2,1,True,0.567595,0.560778,1.0,1_lipinski_violations,0.5,,,,O=C1NC(=O)C2=C1Nc1cccc(C3CCN(c4ccnc(F)c4)C3)c1COCOCc1ccc3[nH]cc2c3c1,-10.0,scaffold_f11f3746,0.6823529411764706,1.0,0.661459,177,backup_candidate,168,backup_candidate
CAND_a312e81d35,v5_5_pocket_guided,JAK2_14d06e82bc,O=c1[nH]cc2c3nc(NC4CC(F)(F)C4)c4c(cc(F)cc4c13)CCSCSCC2,LJRLOBQLNIAAKW-UHFFFAOYSA-N,True,True,True,451.539,4.9475,57.78,2,5,2,0.5403,4.214,O=c1[nH]cc2c3nc(NC4CCC4)c4c(cccc4c13)CCSCSCC2,13,True,False,True,,-8.6,0.5403,4.214,451.539,4.9475,57.78,2,5,2,0,True,0.793135,0.642889,1.0,no_major_descriptor_risk,0.5,,,,O=c1[nH]cc2c3nc(NC4CC(F)(F)C4)c4c(cc(F)cc4c13)CCSCSCC2,-8.6,scaffold_423f4b97,0.5176470588235293,1.0,0.661237,178,backup_candidate,169,backup_candidate
CAND_119af45441,v5_5_pocket_guided,JAK2_74ba919b0d,Cn1cc(-c2cc3c4[nH]c5c(C(N)=O)cnc(c5c4c2)NC2CCC(CC2)CNCOC3)cn1,YPKGEQGMNDLOMC-UHFFFAOYSA-N,True,True,True,459.554,3.2635,122.88,4,6,2,0.3649,4.259,c1cc2[nH]c3c4cc(-c5cn[nH]c5)cc3c2c(n1)NC1CCC(CC1)CNCOC4,15,True,False,True,,-9.0,0.3649,4.259,459.554,3.2635,122.88,4,6,2,0,True,0.714205,0.637889,1.0,no_major_descriptor_risk,0.5,,,,Cn1cc(-c2cc3c4[nH]c5c(C(N)=O)cnc(c5c4c2)NC2CCC(CC2)CNCOC3)cn1,-9.0,scaffold_2a5cc6ed,0.5647058823529412,1.0,0.661171,179,backup_candidate,170,backup_candidate
CAND_d6653c2749,v5_5_pocket_guided,JAK2_dea7048134,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)-c2cn(C)nc2COCOCc2ccc1cc2,YXYSYCUGGUTTNP-INIZCTEOSA-N,True,True,True,468.521,3.7884,104.8,1,8,1,0.3963,4.433,c1cc2ncn(-c3nc4cc(n3)-c3c[nH]nc3COCOCc3ccc(cc3)CN4)c2cn1,16,True,False,True,,-9.0,0.3963,4.433,468.521,3.7884,104.8,1,8,1,0,True,0.728335,0.618556,1.0,no_major_descriptor_risk,0.5,,,,C[C@@H]1Nc2cc(nc(-n3cnc4ccncc43)n2)-c2cn(C)nc2COCOCc2ccc1cc2,-9.0,scaffold_e1f8e7cd,0.5647058823529412,1.0,0.661097,180,backup_candidate,171,backup_candidate
CAND_0a631f68b0,v5_5_pocket_guided,JAK2_37af99755c,O=c1[nH]c2cc3nc(c4ccc(F)cc4c13)Nc1cc(F)cc(c1)CCOCSCC2,ZAOSTDRBWRMCLX-UHFFFAOYSA-N,True,True,True,439.487,4.904,67.01,2,5,0,0.3815,3.897,O=c1[nH]c2cc3nc(c4ccccc4c13)Nc1cccc(c1)CCOCSCC2,16,True,False,True,,-8.8,0.3815,3.897,439.487,4.904,67.01,2,5,0,0,True,0.721675,0.678111,1.0,no_major_descriptor_risk,0.5,,,,O=c1[nH]c2cc3nc(c4ccc(F)cc4c13)Nc1cc(F)cc(c1)CCOCSCC2,-8.8,scaffold_3c474f76,0.5411764705882354,1.0,0.660463,181,backup_candidate,172,backup_candidate
CAND_a2966c092e,v5_5_pocket_guided,JAK2_4e74665b71,c1cc2ncn(-c3ncc4c(n3)N[C@H]3CCCc5ccc(cc53)CCSCSCC4)c2cn1,MKOLACXJLBBPLI-NRFANRHFSA-N,True,True,True,474.659,5.2225,68.52,1,7,1,0.4054,4.579,c1cc2ncn(-c3ncc4c(n3)N[C@H]3CCCc5ccc(cc53)CCSCSCC4)c2cn1,14,True,False,True,,-9.5,0.4054,4.579,474.659,5.2225,68.52,1,7,1,1,True,0.63343,0.602333,1.0,1_lipinski_violations,0.5,,,,c1cc2ncn(-c3ncc4c(n3)N[C@H]3CCCc5ccc(cc53)CCSCSCC4)c2cn1,-9.5,scaffold_a2966c09,0.6235294117647059,1.0,0.660271,182,backup_candidate,173,backup_candidate
CAND_730652f3ed,v5_5_pocket_guided,JAK2_2e8eed6911,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNC2,WSVMVRMMCLHBNV-UHFFFAOYSA-N,True,True,True,527.629,3.3905,119.04,3,8,4,0.3696,4.887,c1cc2ccc1CNCOCc1cc(ccc1C1CCNCC1)Nc1ncc3ccc-2n3n1,17,True,False,True,,-9.7,0.3696,4.887,527.629,3.3905,119.04,3,8,4,1,True,0.61732,0.568111,1.0,1_lipinski_violations,0.5,,,,COc1cc2ccc1-c1ccc3cnc(nn13)Nc1ccc(C3CCN(CC(N)=O)CC3)c(c1)COCNC2,-9.7,scaffold_1bb4efa5,0.6470588235294117,1.0,0.660151,183,backup_candidate,174,backup_candidate
CAND_15b15b12d8,v5_5_pocket_guided,JAK2_10b80be790,C[C@H]1Nc2cc(ncn2)-c2c(N)nn3c(ccnc23)CCNCOCc2cccc1c2,VQHBVXUCLWLVFR-CQSZACIVSA-N,True,True,True,416.489,2.5614,115.28,3,8,0,0.4006,4.019,c1cc2cc(c1)COCNCCc1ccnc3c(cnn13)-c1cc(ncn1)NC2,18,True,False,True,,-8.8,0.4006,4.019,416.489,2.5614,115.28,3,8,0,0,True,0.73027,0.664556,1.0,no_major_descriptor_risk,0.5,,,,C[C@H]1Nc2cc(ncn2)-c2c(N)nn3c(ccnc23)CCNCOCc2cccc1c2,-8.8,scaffold_15f9ed32,0.5411764705882354,1.0,0.660149,184,backup_candidate,175,backup_candidate
CAND_3bd86314ed,v5_5_pocket_guided,JAK2_10b80be790,C[C@H]1Nc2cc(ncn2)-c2c(N)nn3ccc(nc23)COCNCCc2ccc1cc2,QHIUIORTXJGCRQ-CQSZACIVSA-N,True,True,True,416.489,2.5614,115.28,3,8,0,0.4006,4.019,c1nc2cc(n1)-c1cnn3ccc(nc13)COCNCCc1ccc(cc1)CN2,19,True,False,True,,-8.8,0.4006,4.019,416.489,2.5614,115.28,3,8,0,0,True,0.73027,0.664556,1.0,no_major_descriptor_risk,0.5,,,,C[C@H]1Nc2cc(ncn2)-c2c(N)nn3ccc(nc23)COCNCCc2ccc1cc2,-8.8,scaffold_ef56752b,0.5411764705882354,1.0,0.660149,185,backup_candidate,176,backup_candidate
CAND_6e72f84e62,v5_5_pocket_guided,JAK2_d4e8488591,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1CCOCSC2,FDZBGJWOSLJDNM-UHFFFAOYSA-N,True,True,True,429.542,4.8635,77.24,2,6,1,0.5775,3.767,c1ccc2c(c1)CCOCSCc1cccnc1Nc1ccc-2s1,14,True,False,True,,-8.3,0.5775,3.767,429.542,4.8635,77.24,2,6,1,0,True,0.809875,0.692556,1.0,no_major_descriptor_risk,0.5,,,,Cc1ccc2c(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1CCOCSC2,-8.3,scaffold_d7d6c7be,0.48235294117647065,1.0,0.659682,186,backup_candidate,177,backup_candidate
CAND_95b9b9b3bc,v5_5_pocket_guided,JAK2_208a9ca923,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1cccc(c1)CCNCOCC3,IEKXNRGKFNFGEE-UHFFFAOYSA-N,True,True,True,433.464,3.0276,109.75,3,7,0,0.3658,3.864,O=c1c2coc3ccc(cc13)CCOCNCCc1cccc(c1)-n1cc-2cn1,18,True,False,True,,-8.8,0.3658,3.864,433.464,3.0276,109.75,3,7,0,0,True,0.71461,0.681778,1.0,no_major_descriptor_risk,0.5,,,,Cc1oc2c(O)c(O)c3cc2c(=O)c1-c1cnn(c1)-c1cccc(c1)CCNCOCC3,-8.8,scaffold_8e678f02,0.5411764705882354,1.0,0.6596,187,backup_candidate,178,backup_candidate
CAND_88e52ef6c4,v5_5_pocket_guided,JAK2_aaf047e8d1,O=c1[nH]c2cnc3nc2n1C1(CCOc2cc(F)ccc21)CSCSCc1cccc2ncn-3c12,OXZGJUYLFCLXKG-UHFFFAOYSA-N,True,True,True,506.588,4.0612,90.62,1,7,0,0.3387,4.52,O=c1[nH]c2cnc3nc2n1C1(CCOc2ccccc21)CSCSCc1cccc2ncn-3c12,13,True,False,True,,-9.6,0.3387,4.52,506.588,4.0612,90.62,1,7,0,1,True,0.603415,0.608889,1.0,1_lipinski_violations,0.5,,,,O=c1[nH]c2cnc3nc2n1C1(CCOc2cc(F)ccc21)CSCSCc1cccc2ncn-3c12,-9.6,scaffold_1785a3f9,0.6352941176470588,1.0,0.659369,188,backup_candidate,179,backup_candidate
CAND_85546fff9a,v5_5_pocket_guided,JAK2_10b80be790,Nc1nn2cc3cnc2c1-c1cc(ncn1)N[C@@H](c1ccccc1)CCNCOC3,LMNPCFNRCBHEDB-MRXNPFEDSA-N,True,True,True,402.462,2.3891,115.28,3,8,1,0.4445,4.066,c1ccc([C@H]2CCNCOCc3cnc4c(cnn4c3)-c3cc(ncn3)N2)cc1,16,True,False,True,,-8.7,0.4445,4.066,402.462,2.3891,115.28,3,8,1,0,True,0.750025,0.659333,1.0,no_major_descriptor_risk,0.5,,,,Nc1nn2cc3cnc2c1-c1cc(ncn1)N[C@@H](c1ccccc1)CCNCOC3,-8.7,scaffold_51aa2e0b,0.5294117647058822,1.0,0.659199,189,backup_candidate,180,backup_candidate
CAND_0b27caaeee,v5_5_pocket_guided,JAK2_321a0f12a6,C[C@@H]1Nc2nc(-n3cnc4ccncc43)nc3c2cc(C(=O)N2CCOCC2)n3CCNCOCc2cccc1c2,QGLBZLHSBICIBG-IBGZPJMESA-N,True,True,True,553.627,2.888,124.25,2,9,2,0.3396,5.031,O=C(c1cc2c3nc(-n4cnc5ccncc54)nc2n1CCNCOCc1cccc(c1)CN3)N1CCOCC1,15,True,False,True,,-9.8,0.3396,5.031,553.627,2.888,124.25,2,9,2,1,True,0.60382,0.552111,1.0,1_lipinski_violations,0.5,,,,C[C@@H]1Nc2nc(-n3cnc4ccncc43)nc3c2cc(C(=O)N2CCOCC2)n3CCNCOCc2cccc1c2,-9.8,scaffold_6af13f59,0.6588235294117648,1.0,0.659169,190,backup_candidate,181,backup_candidate
