fragment_id,mol_id,linker_smiles,chemotype_label
FRAG_792e374016,JAK2_b9ef0dccdb,[13*]OCC=CC[19*],oxa
FRAG_3d7fe07d9d,JAK2_b9ef0dccdb,[13*]OCC=CCO[20*],dioxa
FRAG_6d8a809a7a,JAK2_b9ef0dccdb,[13*]OCC=CCOC[21*],dioxa
FRAG_18917a4e7c,JAK2_b9ef0dccdb,[14*]CC=C[18*],alkyl
FRAG_dff3b34378,JAK2_b9ef0dccdb,[14*]CC=CC[19*],alkyl
FRAG_00e15c5ef0,JAK2_b9ef0dccdb,[14*]CC=CCO[20*],oxa
FRAG_888e9cdfc4,JAK2_b9ef0dccdb,[14*]CC=CCOC[21*],oxa
FRAG_b2fdb3c934,JAK2_b9ef0dccdb,[14*]CC=CCOCc1cccc([27*])c1,oxa
FRAG_b45b8bb639,JAK2_b9ef0dccdb,[15*]C=CC[19*],alkyl
FRAG_5a799cf1f9,JAK2_b9ef0dccdb,[15*]C=CCO[20*],oxa
FRAG_b6d04c73a4,JAK2_b9ef0dccdb,[15*]C=CCOC[21*],oxa
FRAG_fd5ba8d9f2,JAK2_b9ef0dccdb,[15*]C=CCOCc1cccc([27*])c1,oxa
FRAG_f9e5b2dae7,JAK2_b9ef0dccdb,[17*]COC[21*],oxa
FRAG_8c578dc0d7,JAK2_b9ef0dccdb,[17*]COCc1cccc([27*])c1,oxa
FRAG_dcf18c751d,JAK2_b9ef0dccdb,[18*]OCc1cccc([27*])c1,oxa
FRAG_de54194c0d,JAK2_b9ef0dccdb,[19*]Cc1cccc([27*])c1,alkyl
FRAG_49750a4d2f,JAK2_b9ef0dccdb,[20*]c1cccc([27*])c1,alkyl
FRAG_8c1e3e0dfd,JAK2_b9ef0dccdb,[20*]c1cccc(-c2ccnc([33*])n2)c1,diaza
FRAG_36666aaa86,JAK2_b9ef0dccdb,[25*]c1ccnc([33*])n1,diaza
FRAG_8efdd8a10a,JAK2_b9ef0dccdb,[10*]Nc1nccc([25*])n1,diaza
FRAG_5f2ddc0e62,JAK2_08437571d3,[1*]C/C=C/[5*],alkyl
FRAG_14ca6369e9,JAK2_08437571d3,[1*]C/C=C/C[6*],alkyl
FRAG_ed52a9ab16,JAK2_08437571d3,[1*]C/C=C/CC[7*],alkyl
FRAG_d777e22952,JAK2_08437571d3,[1*]C/C=C/CCO[8*],oxa
FRAG_a45dfd8528,JAK2_08437571d3,[1*]C/C=C/CCOc1cccc([14*])c1,oxa
FRAG_3d35f9e561,JAK2_08437571d3,[2*]N(C)Cc1cc(N[18*])ccc1Cl,diaza
FRAG_e48a9e4617,JAK2_08437571d3,[2*]N(C)Cc1cc([20*])ccc1Cl,aza
FRAG_9f8dc34336,JAK2_08437571d3,[2*]N(C)C[26*],aza
FRAG_76e2d2164b,JAK2_08437571d3,[2*]/C=C/C[6*],alkyl
FRAG_b0f2181204,JAK2_08437571d3,[2*]/C=C/CC[7*],alkyl
FRAG_d398306928,JAK2_08437571d3,[2*]/C=C/CCO[8*],oxa
FRAG_ae5bfb7db8,JAK2_08437571d3,[2*]/C=C/CCOc1cccc([14*])c1,oxa
FRAG_fe93509493,JAK2_08437571d3,[3*]CN(C)Cc1cc(N[18*])ccc1Cl,diaza
FRAG_a435ed01f9,JAK2_08437571d3,[3*]CN(C)Cc1cc([20*])ccc1Cl,aza
FRAG_91c7485d50,JAK2_08437571d3,[3*]CN(C)C[26*],aza
FRAG_492c891aef,JAK2_08437571d3,[3*]CN([28*])C,aza
FRAG_28a8207af5,JAK2_08437571d3,[4*]CCO[8*],oxa
FRAG_da45285191,JAK2_08437571d3,[4*]CCOc1cccc([14*])c1,oxa
FRAG_779c5f46a8,JAK2_08437571d3,[5*]/C=C/CN(C)C[26*],aza
FRAG_09ef302df1,JAK2_08437571d3,[5*]/C=C/CN([28*])C,aza
FRAG_8228530d14,JAK2_08437571d3,[5*]COc1cccc([14*])c1,oxa
FRAG_47dd982e45,JAK2_08437571d3,[6*]C/C=C/CN(C)C[26*],aza
FRAG_4e9b33d389,JAK2_08437571d3,[6*]C/C=C/CN([28*])C,aza
FRAG_49f9a77489,JAK2_08437571d3,[6*]Oc1cccc([14*])c1,oxa
FRAG_f6bbb91b6a,JAK2_08437571d3,[7*]CC/C=C/CN(C)C[26*],aza
FRAG_265b21f8e7,JAK2_08437571d3,[7*]CC/C=C/CN([28*])C,aza
FRAG_699dca6316,JAK2_08437571d3,[7*]c1cccc([14*])c1,alkyl
FRAG_7a1f874c7c,JAK2_08437571d3,[7*]c1cccc(-c2ccnc([20*])n2)c1,diaza
FRAG_aa0e6cfee2,JAK2_08437571d3,[8*]OCC/C=C/CN(C)C[26*],oxa_aza
FRAG_f52d3c16e5,JAK2_08437571d3,[8*]OCC/C=C/CN([28*])C,oxa_aza
FRAG_823f3584a5,JAK2_08437571d3,[12*]c1ccnc([20*])n1,diaza
FRAG_cc67ab4f4d,JAK2_08437571d3,[12*]c1ccnc(N[21*])n1,diaza
FRAG_372feeb473,JAK2_08437571d3,[18*]Nc1ccc(Cl)c([28*])c1,aza
FRAG_4bf8e4f438,JAK2_08437571d3,[1*]Cc1cc(N[18*])ccc1Cl,aza
FRAG_c2ef699728,JAK2_08437571d3,[20*]c1ccc(Cl)c([28*])c1,alkyl
FRAG_82c404b368,JAK2_08437571d3,[1*]Cc1cc([20*])ccc1Cl,alkyl
FRAG_f0c23c4844,JAK2_71edeb4185,[10*]CN([14*])C,aza
FRAG_021278d755,JAK2_71edeb4185,[10*]CN(C)C[15*],aza
FRAG_74293c663a,JAK2_71edeb4185,[10*]CN(C)C/C=C/[17*],aza
FRAG_5a11b41c0f,JAK2_71edeb4185,[10*]CN(C)C/C=C/C[18*],aza
FRAG_b847e0cd34,JAK2_71edeb4185,[10*]CN(C)C/C=C/CO[19*],aza_oxa
FRAG_e3e8c50bd4,JAK2_71edeb4185,[10*]CN(C)C/C=C/COC[20*],aza_oxa
FRAG_e194488871,JAK2_71edeb4185,[11*]c1cc(N[29*])ccc1OCCOC,aza_oxa
FRAG_32fbf8b3b0,JAK2_71edeb4185,[11*]c1cc([31*])ccc1OCCOC,dioxa
FRAG_b4cd107aa3,JAK2_71edeb4185,[11*]N(C)C[15*],aza
FRAG_5c0bf6b6f5,JAK2_71edeb4185,[11*]N(C)C/C=C/[17*],aza
FRAG_4cd8392e84,JAK2_71edeb4185,[11*]N(C)C/C=C/C[18*],aza
FRAG_a030dbd76f,JAK2_71edeb4185,[11*]N(C)C/C=C/CO[19*],aza_oxa
FRAG_b8acc9b813,JAK2_71edeb4185,[11*]N(C)C/C=C/COC[20*],aza_oxa
FRAG_924e28887d,JAK2_71edeb4185,[12*]Cc1cc([31*])ccc1OCCOC,dioxa
FRAG_e9085188d6,JAK2_71edeb4185,[12*]C/C=C/[17*],alkyl
FRAG_69f432314b,JAK2_71edeb4185,[12*]C/C=C/C[18*],alkyl
FRAG_8db671a12b,JAK2_71edeb4185,[12*]C/C=C/CO[19*],oxa
FRAG_9fa5c1dd8f,JAK2_71edeb4185,[12*]C/C=C/COC[20*],oxa
FRAG_a2fdd6e6ab,JAK2_71edeb4185,[12*]C/C=C/COCc1ccc([25*])s1,oxa_thio
FRAG_07c1a69dd9,JAK2_71edeb4185,[14*]/C=C/C[18*],alkyl
FRAG_3ba9d75eff,JAK2_71edeb4185,[14*]/C=C/CO[19*],oxa
FRAG_ff0ec9b70e,JAK2_71edeb4185,[14*]/C=C/COC[20*],oxa
FRAG_46bd717ab5,JAK2_71edeb4185,[14*]/C=C/COCc1ccc([25*])s1,oxa_thio
FRAG_81314bdb9c,JAK2_71edeb4185,[16*]COC[20*],oxa
FRAG_014bcd79e8,JAK2_71edeb4185,[16*]COCc1ccc([25*])s1,oxa_thio
FRAG_5bfb561ff9,JAK2_71edeb4185,[17*]OCc1ccc([25*])s1,oxa_thio
FRAG_2beb7a36f2,JAK2_71edeb4185,[18*]Cc1ccc([25*])s1,thioether
FRAG_3e65d89585,JAK2_71edeb4185,[18*]Cc1ccc(-c2ccnc([31*])n2)s1,aza_thio
FRAG_34143b6801,JAK2_71edeb4185,[19*]c1ccc([25*])s1,thioether
FRAG_dafeea815c,JAK2_71edeb4185,[19*]c1ccc(-c2ccnc([31*])n2)s1,aza_thio
FRAG_1c71b633f3,JAK2_71edeb4185,[8*]Nc1nccc(-c2ccc([19*])s2)n1,aza_thio
FRAG_36fcd902f5,JAK2_71edeb4185,[23*]c1ccnc([31*])n1,diaza
FRAG_6101a91356,JAK2_71edeb4185,[8*]Nc1nccc([23*])n1,diaza
FRAG_722ba096c0,JAK2_f5336c0fa9,[1*]COC[5*],oxa
FRAG_c3a8ac1ce5,JAK2_f5336c0fa9,[2*]C=CCOCc1cccc([22*])c1,oxa
FRAG_44cf83a359,JAK2_f5336c0fa9,[2*]C=CCOC[28*],oxa
FRAG_282d58eb6a,JAK2_f5336c0fa9,[2*]C=CCO[30*],oxa
FRAG_dceaee35dc,JAK2_f5336c0fa9,[2*]C=CC[31*],alkyl
FRAG_131eac8922,JAK2_f5336c0fa9,[3*]CC=CCOCc1cccc([22*])c1,oxa
FRAG_fa5af04469,JAK2_f5336c0fa9,[3*]CC=CCOC[28*],oxa
FRAG_3f0bce30c3,JAK2_f5336c0fa9,[3*]CC=CCO[30*],oxa
FRAG_aad8c24ab5,JAK2_f5336c0fa9,[3*]CC=CC[31*],alkyl
FRAG_9512016118,JAK2_f5336c0fa9,[3*]CC=C[32*],alkyl
FRAG_0a60582561,JAK2_f5336c0fa9,[4*]OCC=CCOC[28*],dioxa
FRAG_bac53878be,JAK2_f5336c0fa9,[4*]OCC=CCO[30*],dioxa
FRAG_62c1afbcd8,JAK2_f5336c0fa9,[4*]OCC=CC[31*],oxa
FRAG_4aff7dbcbf,JAK2_f5336c0fa9,[4*]OCC=C[32*],oxa
FRAG_33ceb5fdc6,JAK2_f5336c0fa9,[4*]c1cc([17*])ccc1N1CCOCC1,aza_oxa
FRAG_c76415191b,JAK2_f5336c0fa9,[5*]COCC=CCOC[28*],dioxa
FRAG_f5f3f0277b,JAK2_f5336c0fa9,[5*]COCC=CCO[30*],dioxa
FRAG_07e1f32986,JAK2_f5336c0fa9,[5*]COCC=CC[31*],oxa
FRAG_964aab3d99,JAK2_f5336c0fa9,[5*]COCC=C[32*],oxa
FRAG_3bc7ee5f37,JAK2_f5336c0fa9,[7*]Nc1nccc([24*])n1,diaza
FRAG_74fa2ca9a3,JAK2_f5336c0fa9,[17*]c1nccc([24*])n1,diaza
FRAG_d247ac9294,JAK2_f5336c0fa9,[17*]c1nccc(-c2cccc([30*])c2)n1,diaza
FRAG_3dac7fe4d0,JAK2_f5336c0fa9,[22*]c1cccc([30*])c1,alkyl
FRAG_38901c69af,JAK2_f5336c0fa9,[22*]c1cccc(C[31*])c1,alkyl
FRAG_502a53def6,JAK2_f5336c0fa9,[22*]c1cccc(CO[32*])c1,oxa
FRAG_af7e7a80ec,JAK2_f5336c0fa9,*COCc1cccc([22*])c1,oxa
FRAG_58ae404580,JAK2_f5336c0fa9,*COC[28*],oxa
FRAG_969a9af290,JAK2_64908a7579,[10*]CN([14*])C,aza
FRAG_65d471e346,JAK2_64908a7579,[10*]CN(C)C[15*],aza
FRAG_2d9d7fc42e,JAK2_64908a7579,[10*]CN(C)C/C=C/[17*],aza
FRAG_c8e33c170e,JAK2_64908a7579,[10*]CN(C)C/C=C/C[18*],aza
FRAG_245a857b6e,JAK2_64908a7579,[10*]CN(C)C/C=C/CC[19*],aza
FRAG_ea8c1f771b,JAK2_64908a7579,[10*]CN(C)C/C=C/CCO[20*],aza_oxa
FRAG_1a78bebda8,JAK2_64908a7579,[11*]c1cc(N[30*])ccc1S(=O)(=O)CC,oxa_thio
FRAG_2a557d2384,JAK2_64908a7579,[11*]c1cc([32*])ccc1S(=O)(=O)CC,oxa_thio
FRAG_10bfa4a408,JAK2_64908a7579,[11*]N(C)C[15*],aza
FRAG_d40abc296b,JAK2_64908a7579,[11*]N(C)C/C=C/[17*],aza
FRAG_eacb92b8ad,JAK2_64908a7579,[11*]N(C)C/C=C/C[18*],aza
FRAG_97e6afe499,JAK2_64908a7579,[11*]N(C)C/C=C/CC[19*],aza
FRAG_3a1c5d4d5f,JAK2_64908a7579,[11*]N(C)C/C=C/CCO[20*],aza_oxa
FRAG_0dc4800bd6,JAK2_64908a7579,[12*]Cc1cc([32*])ccc1S(=O)(=O)CC,oxa_thio
FRAG_f49d6e0adc,JAK2_64908a7579,[12*]C/C=C/[17*],alkyl
FRAG_4f3b7a19c2,JAK2_64908a7579,[12*]C/C=C/C[18*],alkyl
FRAG_5fb641a60a,JAK2_64908a7579,[12*]C/C=C/CC[19*],alkyl
FRAG_52b5cc155f,JAK2_64908a7579,[12*]C/C=C/CCO[20*],oxa
FRAG_a838319df3,JAK2_64908a7579,[12*]C/C=C/CCOc1cccc([26*])c1,oxa
FRAG_411417e9e0,JAK2_64908a7579,[14*]/C=C/C[18*],alkyl
FRAG_d13445300e,JAK2_64908a7579,[14*]/C=C/CC[19*],alkyl
FRAG_3881e5b469,JAK2_64908a7579,[14*]/C=C/CCO[20*],oxa
FRAG_8f188a8f88,JAK2_64908a7579,[14*]/C=C/CCOc1cccc([26*])c1,oxa
FRAG_2017812adc,JAK2_64908a7579,[16*]CCO[20*],oxa
FRAG_59e8712735,JAK2_64908a7579,[16*]CCOc1cccc([26*])c1,oxa
FRAG_c15b57acb1,JAK2_64908a7579,[17*]COc1cccc([26*])c1,oxa
FRAG_8ba6d8b217,JAK2_64908a7579,[18*]Oc1cccc([26*])c1,oxa
FRAG_b32d7972f3,JAK2_64908a7579,[19*]c1cccc([26*])c1,alkyl
FRAG_5f89339b37,JAK2_64908a7579,[19*]c1cccc(-c2ccnc([32*])n2)c1,diaza
FRAG_972e960343,JAK2_64908a7579,[24*]c1ccnc([32*])n1,diaza
FRAG_3bfa027caa,JAK2_64908a7579,[8*]Nc1nccc([24*])n1,diaza
FRAG_70f3915e7f,JAK2_87f82fe33f,[1*]C/C=C/[5*],alkyl
FRAG_ae3c4bd0d2,JAK2_87f82fe33f,[1*]C/C=C/C[6*],alkyl
FRAG_8005cdaa15,JAK2_87f82fe33f,[1*]C/C=C/CC[7*],alkyl
FRAG_21f8ac8f8f,JAK2_87f82fe33f,[1*]C/C=C/CCO[8*],oxa
FRAG_1154009d8f,JAK2_87f82fe33f,[1*]C/C=C/CCOc1cccc([14*])c1,oxa
FRAG_99ce2a1751,JAK2_87f82fe33f,[2*]N(C)C[23*],aza
FRAG_108115c0ac,JAK2_87f82fe33f,[2*]/C=C/C[6*],alkyl
FRAG_dfde8f0bbe,JAK2_87f82fe33f,[2*]/C=C/CC[7*],alkyl
FRAG_526a5599b5,JAK2_87f82fe33f,[2*]/C=C/CCO[8*],oxa
FRAG_4b9b06052c,JAK2_87f82fe33f,[2*]/C=C/CCOc1cccc([14*])c1,oxa
FRAG_2080f98341,JAK2_87f82fe33f,[3*]CN(C)C[23*],aza
FRAG_d0132ebf00,JAK2_87f82fe33f,[3*]CN([34*])C,aza
FRAG_ee8eb7c361,JAK2_87f82fe33f,[4*]CCO[8*],oxa
FRAG_4db32711e2,JAK2_87f82fe33f,[4*]CCOc1cccc([14*])c1,oxa
FRAG_b6cf449c8c,JAK2_87f82fe33f,[5*]/C=C/CN(C)C[23*],aza
FRAG_5004e2dabd,JAK2_87f82fe33f,[5*]/C=C/CN([34*])C,aza
FRAG_92e1d5b85e,JAK2_87f82fe33f,[5*]COc1cccc([14*])c1,oxa
FRAG_3e98fcd3d3,JAK2_87f82fe33f,[6*]C/C=C/CN(C)C[23*],aza
FRAG_159c7ea030,JAK2_87f82fe33f,[6*]C/C=C/CN([34*])C,aza
FRAG_7279982aa7,JAK2_87f82fe33f,[6*]Oc1cccc([14*])c1,oxa
FRAG_f424bed1db,JAK2_87f82fe33f,[7*]CC/C=C/CN(C)C[23*],aza
FRAG_bbc935fd03,JAK2_87f82fe33f,[7*]CC/C=C/CN([34*])C,aza
FRAG_07fe7d06f7,JAK2_87f82fe33f,[7*]c1cccc([14*])c1,alkyl
FRAG_45eb1e06c1,JAK2_87f82fe33f,[7*]c1cccc(-c2ccnc([20*])n2)c1,diaza
FRAG_b48ab8cab7,JAK2_87f82fe33f,[8*]OCC/C=C/CN(C)C[23*],oxa_aza
FRAG_3856d7434f,JAK2_87f82fe33f,[8*]OCC/C=C/CN([34*])C,oxa_aza
FRAG_5bb77af57f,JAK2_87f82fe33f,[12*]c1ccnc([20*])n1,diaza
FRAG_6f209c7f24,JAK2_87f82fe33f,[12*]c1ccnc(N[21*])n1,diaza
FRAG_0eacba3e92,JAK2_16664f4335,[9*]COC[13*],oxa
FRAG_01cf753eb5,JAK2_16664f4335,[9*]COCC=C[15*],oxa
FRAG_0f8d60d28b,JAK2_16664f4335,[9*]COCC=CC[16*],oxa
FRAG_e58e2804df,JAK2_16664f4335,[9*]COCC=CCO[17*],dioxa
FRAG_8100f73960,JAK2_16664f4335,[9*]COCC=CCOC[18*],dioxa
FRAG_bf5aa2e509,JAK2_16664f4335,[10*]c1cc(N[28*])ccc1OCCCl,aza_oxa
FRAG_ae17d07a29,JAK2_16664f4335,[10*]c1cc([30*])ccc1OCCCl,oxa
FRAG_250a081860,JAK2_16664f4335,[10*]OCC=C[15*],oxa
FRAG_df260f28da,JAK2_16664f4335,[10*]OCC=CC[16*],oxa
FRAG_9ad1e88115,JAK2_16664f4335,[10*]OCC=CCO[17*],dioxa
FRAG_b08171c6f5,JAK2_16664f4335,[10*]OCC=CCOC[18*],dioxa
FRAG_7c26d7a2c7,JAK2_16664f4335,[11*]Cc1cc(N[28*])ccc1OCCCl,aza_oxa
FRAG_b1691333f5,JAK2_16664f4335,[11*]Cc1cc([30*])ccc1OCCCl,oxa
FRAG_7572a9d54c,JAK2_16664f4335,[11*]CC=C[15*],alkyl
FRAG_f5236e06ad,JAK2_16664f4335,[11*]CC=CC[16*],alkyl
FRAG_db086e7c17,JAK2_16664f4335,[11*]CC=CCO[17*],oxa
FRAG_fbc9b17c7e,JAK2_16664f4335,[11*]CC=CCOC[18*],oxa
FRAG_eb8c269d5f,JAK2_16664f4335,[11*]CC=CCOCc1cccc([24*])c1,oxa
FRAG_2b77e0a188,JAK2_16664f4335,[12*]OCc1cc([30*])ccc1OCCCl,dioxa
FRAG_f41d08cbd4,JAK2_16664f4335,[12*]C=CC[16*],alkyl
FRAG_7ab7e2eade,JAK2_16664f4335,[12*]C=CCO[17*],oxa
FRAG_5ff967f183,JAK2_16664f4335,[12*]C=CCOC[18*],oxa
FRAG_158e78bc53,JAK2_16664f4335,[12*]C=CCOCc1cccc([24*])c1,oxa
FRAG_151f812d81,JAK2_16664f4335,[14*]COC[18*],oxa
FRAG_0914170f2d,JAK2_16664f4335,[14*]COCc1cccc([24*])c1,oxa
FRAG_36bb4cfeda,JAK2_16664f4335,[15*]OCc1cccc([24*])c1,oxa
FRAG_1149ee21c2,JAK2_16664f4335,[16*]Cc1cccc([24*])c1,alkyl
FRAG_4aaeab59db,JAK2_16664f4335,[17*]c1cccc([24*])c1,alkyl
FRAG_3131b78f36,JAK2_16664f4335,[17*]c1cccc(-c2ccnc([30*])n2)c1,diaza
FRAG_ffb822e2a9,JAK2_16664f4335,[22*]c1ccnc([30*])n1,diaza
FRAG_bb96a9476d,JAK2_16664f4335,[7*]Nc1nccc([22*])n1,diaza
FRAG_c6a25d0654,JAK2_01d8a80836,[1*]Cn1ccc2ccc([12*])cc21,aza
FRAG_f98edfb4a8,JAK2_01d8a80836,[2*]/C=C/COC[31*],oxa
FRAG_06190beda6,JAK2_01d8a80836,[2*]/C=C/CO[33*],oxa
FRAG_f33ced7b01,JAK2_01d8a80836,[2*]/C=C/C[34*],alkyl
FRAG_869c1072ac,JAK2_01d8a80836,[2*]n1ccc2ccc([12*])cc21,aza
FRAG_f052a18157,JAK2_01d8a80836,[3*]C/C=C/COC[31*],oxa
FRAG_0c9e0e58d6,JAK2_01d8a80836,[3*]C/C=C/CO[33*],oxa
FRAG_bd8f101abc,JAK2_01d8a80836,[3*]C/C=C/C[34*],alkyl
FRAG_622dca5edc,JAK2_01d8a80836,[3*]C/C=C/[35*],alkyl
FRAG_c51bea31cf,JAK2_01d8a80836,[9*]c1ccnc([18*])n1,diaza
FRAG_5006db3eb3,JAK2_01d8a80836,[9*]c1ccnc(N[19*])n1,diaza
FRAG_8761048ef8,JAK2_01d8a80836,[12*]c1ccc2ccn(C/C=C/[35*])c2c1,aza
FRAG_b5aa199828,JAK2_01d8a80836,*COC[31*],oxa
FRAG_80bee25705,JAK2_9ed0e79538,[1*]COC[5*],oxa
FRAG_9d431ff353,JAK2_9ed0e79538,[2*]/C=C/COCc1cncc([24*])c1,aza_oxa
FRAG_df90420e77,JAK2_9ed0e79538,[2*]/C=C/COC[30*],oxa
FRAG_29c30e36cb,JAK2_9ed0e79538,[2*]/C=C/CO[32*],oxa
FRAG_ab527f1d56,JAK2_9ed0e79538,[2*]/C=C/C[33*],alkyl
FRAG_f349b36348,JAK2_9ed0e79538,[3*]C/C=C/COCc1cncc([24*])c1,aza_oxa
FRAG_7b9fe219ee,JAK2_9ed0e79538,[3*]C/C=C/COC[30*],oxa
FRAG_3a3aa6a76e,JAK2_9ed0e79538,[3*]C/C=C/CO[32*],oxa
FRAG_7fb49302fb,JAK2_9ed0e79538,[3*]C/C=C/C[33*],alkyl
FRAG_b3e12d3d83,JAK2_9ed0e79538,[3*]C/C=C/[34*],alkyl
FRAG_dae2691e6f,JAK2_9ed0e79538,[4*]OC/C=C/COC[30*],dioxa
FRAG_63b5b2c999,JAK2_9ed0e79538,[4*]OC/C=C/CO[32*],dioxa
FRAG_7141953f42,JAK2_9ed0e79538,[4*]OC/C=C/C[33*],oxa
FRAG_a3f710c3ef,JAK2_9ed0e79538,[4*]OC/C=C/[34*],oxa
FRAG_d7a4c58ab6,JAK2_9ed0e79538,[5*]COC/C=C/COC[30*],dioxa
FRAG_1d336ef694,JAK2_9ed0e79538,[5*]COC/C=C/CO[32*],dioxa
FRAG_d9c6f52644,JAK2_9ed0e79538,[5*]COC/C=C/C[33*],oxa
FRAG_0098c80993,JAK2_9ed0e79538,[5*]COC/C=C/[34*],oxa
FRAG_40cc74ed59,JAK2_9ed0e79538,[7*]Nc1nccc([26*])n1,diaza
FRAG_e18d505555,JAK2_9ed0e79538,[19*]c1nccc([26*])n1,diaza
FRAG_4f6276704a,JAK2_9ed0e79538,[19*]c1nccc(-c2cncc([32*])c2)n1,diaza
FRAG_ff19ee189a,JAK2_9ed0e79538,[24*]c1cncc([32*])c1,aza
FRAG_ce13eaba84,JAK2_9ed0e79538,[24*]c1cncc(C[33*])c1,aza
FRAG_08d2fed9f0,JAK2_9ed0e79538,[24*]c1cncc(CO[34*])c1,aza_oxa
FRAG_86255afd9b,JAK2_9ed0e79538,*COCc1cncc([24*])c1,aza_oxa
FRAG_717aef96b6,JAK2_9ed0e79538,*COC[30*],oxa
FRAG_0f32368185,JAK2_fcc705ef41,[1*]C/C=C/[5*],alkyl
FRAG_88d091ac8f,JAK2_fcc705ef41,[1*]C/C=C/C[6*],alkyl
FRAG_f94defcd3f,JAK2_fcc705ef41,[1*]C/C=C/CO[7*],oxa
FRAG_c9e287d586,JAK2_fcc705ef41,[1*]C/C=C/COC[8*],oxa
FRAG_6a0109647e,JAK2_fcc705ef41,[1*]C/C=C/COCc1ccc([13*])s1,oxa_thio
FRAG_281a9c34b5,JAK2_fcc705ef41,[2*]N(C)C[32*],aza
FRAG_a3d6eeca47,JAK2_fcc705ef41,[2*]/C=C/C[6*],alkyl
FRAG_7a26ea72ab,JAK2_fcc705ef41,[2*]/C=C/CO[7*],oxa
FRAG_138616c50b,JAK2_fcc705ef41,[2*]/C=C/COC[8*],oxa
FRAG_4f979bc3e1,JAK2_fcc705ef41,[2*]/C=C/COCc1ccc([13*])s1,oxa_thio
FRAG_4278f86b04,JAK2_fcc705ef41,[3*]CN(C)C[32*],aza
FRAG_cb07bfc65e,JAK2_fcc705ef41,[3*]CN([34*])C,aza
FRAG_708a0342c2,JAK2_fcc705ef41,[4*]COC[8*],oxa
FRAG_73e14efdc1,JAK2_fcc705ef41,[4*]COCc1ccc([13*])s1,oxa_thio
FRAG_eb6056a596,JAK2_fcc705ef41,[5*]/C=C/CN(C)C[32*],aza
FRAG_918673466b,JAK2_fcc705ef41,[5*]/C=C/CN([34*])C,aza
FRAG_10b58fa5fe,JAK2_fcc705ef41,[5*]OCc1ccc([13*])s1,oxa_thio
FRAG_f1d7aa8060,JAK2_fcc705ef41,[6*]C/C=C/CN(C)C[32*],aza
FRAG_8dfd9a32b2,JAK2_fcc705ef41,[6*]C/C=C/CN([34*])C,aza
FRAG_bfe5ae45d0,JAK2_fcc705ef41,[6*]Cc1ccc([13*])s1,thioether
FRAG_1ea28b2fde,JAK2_fcc705ef41,[6*]Cc1ccc(-c2ccnc([19*])n2)s1,aza_thio
FRAG_d14362988b,JAK2_fcc705ef41,[7*]OC/C=C/CN(C)C[32*],oxa_aza
FRAG_5d44c2d82b,JAK2_fcc705ef41,[7*]OC/C=C/CN([34*])C,oxa_aza
FRAG_0ca379daab,JAK2_fcc705ef41,[7*]c1ccc([13*])s1,thioether
FRAG_967ef8e169,JAK2_fcc705ef41,[7*]c1ccc(-c2ccnc([19*])n2)s1,aza_thio
FRAG_34b91d2de8,JAK2_fcc705ef41,[7*]c1ccc(-c2ccnc(N[20*])n2)s1,aza_thio
FRAG_ac78be9988,JAK2_fcc705ef41,[8*]COC/C=C/CN(C)C[32*],oxa_aza
FRAG_792dc7893e,JAK2_fcc705ef41,[8*]COC/C=C/CN([34*])C,oxa_aza
FRAG_8dd1858cc0,JAK2_fcc705ef41,[11*]c1ccnc([19*])n1,diaza
FRAG_6722acc954,JAK2_fcc705ef41,[11*]c1ccnc(N[20*])n1,diaza
FRAG_bb86d015a5,JAK2_8d7410b68f,[1*]COC[5*],oxa
FRAG_80667f0432,JAK2_8d7410b68f,[2*]/C=C/COCc1ccc([24*])o1,dioxa
FRAG_d4820b0c7d,JAK2_8d7410b68f,[2*]/C=C/COC[29*],oxa
FRAG_39dbea7941,JAK2_8d7410b68f,[2*]/C=C/CO[31*],oxa
FRAG_502f83cd05,JAK2_8d7410b68f,[2*]/C=C/C[32*],alkyl
FRAG_e122e9357a,JAK2_8d7410b68f,[3*]C/C=C/COCc1ccc([24*])o1,dioxa
FRAG_eee24726ed,JAK2_8d7410b68f,[3*]C/C=C/COC[29*],oxa
FRAG_2aed30ecc4,JAK2_8d7410b68f,[3*]C/C=C/CO[31*],oxa
FRAG_b21bdf284d,JAK2_8d7410b68f,[3*]C/C=C/C[32*],alkyl
FRAG_1d50f09d1c,JAK2_8d7410b68f,[3*]C/C=C/[33*],alkyl
FRAG_be6d6cb562,JAK2_8d7410b68f,[4*]OC/C=C/COCc1ccc([24*])o1,dioxa
FRAG_22f52c15bb,JAK2_8d7410b68f,[4*]OC/C=C/COC[29*],dioxa
FRAG_9a3da1e7f4,JAK2_8d7410b68f,[4*]OC/C=C/CO[31*],dioxa
FRAG_56bf35db2b,JAK2_8d7410b68f,[4*]OC/C=C/C[32*],oxa
FRAG_cded408c5f,JAK2_8d7410b68f,[4*]OC/C=C/[33*],oxa
FRAG_21152449fd,JAK2_8d7410b68f,[5*]COC/C=C/COC[29*],dioxa
FRAG_b7af29a0eb,JAK2_8d7410b68f,[5*]COC/C=C/CO[31*],dioxa
FRAG_a3e40f22e0,JAK2_8d7410b68f,[5*]COC/C=C/C[32*],oxa
FRAG_af7253c6fb,JAK2_8d7410b68f,[5*]COC/C=C/[33*],oxa
FRAG_b7a32c2e41,JAK2_8d7410b68f,[7*]Nc1nccc([26*])n1,diaza
